SA2 Code 2018,SA2 2018,DHB of residence,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
Unknown,Unknown,Unknown,"66,039",Masked,Masked,>950,>950,,,Masked,
324400,Riccarton South,Canterbury,"2,753",Masked,Masked,>950,>950,,,Masked,
324500,Halswell West,Canterbury,"3,440",Masked,Masked,>950,>950,,,Masked,
324600,Shirley East,Canterbury,"2,434","2,308","2,259",948,928,,,Masked,
324700,Broken Run,Canterbury,503,Masked,Masked,>950,>950,,,Masked,
324800,St Albans East,Canterbury,"2,723",Masked,Masked,>950,>950,,,Masked,
324900,Hagley Park,Canterbury,81,Masked,Masked,>950,>950,,,Masked,
325000,Hillmorton,Canterbury,"2,380",Masked,Masked,>950,>950,,,Masked,
325100,Parklands,Canterbury,"3,375",Masked,"3,179",>950,942,,,Masked,
325200,Riccarton East,Canterbury,917,Masked,Masked,>950,>950,,,Masked,
325300,Edgeware,Canterbury,"3,525",Masked,Masked,>950,>950,,,Masked,
325400,Aidanfield,Canterbury,"3,446",Masked,Masked,>950,>950,,,Masked,
325500,Tower Junction,Canterbury,194,184,182,948,938,,,Masked,
325600,Burwood,Canterbury,"2,888",Masked,"2,722",>950,943,,,Masked,
325700,Christchurch Central-West,Canterbury,"1,136",Masked,Masked,>950,>950,,,Masked,
325800,Christchurch Central-North,Canterbury,"2,489",Masked,Masked,>950,>950,,,Masked,
325900,Richmond North (Christchurch City),Canterbury,"1,980",Masked,"1,866",>950,942,,,Masked,
326000,Waimairi Beach,Canterbury,"1,168",Masked,Masked,>950,>950,,,Masked,
326100,Addington West,Canterbury,"2,054",Masked,Masked,>950,>950,,,Masked,
326200,Otakaro-Avon River Corridor,Canterbury,89,Masked,Masked,>950,>950,,,Masked,
326300,Oaklands East,Canterbury,"2,789",Masked,Masked,>950,>950,,,Masked,
326500,Dallington,Canterbury,"1,932","1,822","1,774",943,918,,,Masked,
326600,Christchurch Central,Canterbury,112,Masked,Masked,>950,>950,,,Masked,
326700,Hoon Hay West,Canterbury,"2,606",Masked,"2,389",>950,917,,,Masked,
326800,Richmond South (Christchurch City),Canterbury,"1,823",Masked,Masked,>950,>950,,,Masked,
326900,Spreydon West,Canterbury,"2,602",Masked,"2,462",>950,946,,,Masked,
327000,Christchurch Central-East,Canterbury,"2,083",Masked,Masked,>950,>950,,,Masked,
327100,Christchurch Central-South,Canterbury,654,Masked,Masked,>950,>950,,,Masked,
327200,North Beach,Canterbury,"3,443","3,224","3,126",936,908,,,Masked,
327300,Halswell North,Canterbury,"1,999",Masked,Masked,>950,>950,,,Masked,
327400,Addington East,Canterbury,"2,462",Masked,Masked,>950,>950,,,Masked,
327500,Avondale (Christchurch City),Canterbury,"2,034",Masked,"1,891",>950,930,,,Masked,
327600,Spreydon North,Canterbury,"3,153",Masked,Masked,>950,>950,,,Masked,
327700,Hoon Hay East,Canterbury,"2,625",Masked,Masked,>950,>950,,,Masked,
327800,Avonside,Canterbury,"1,413","1,280","1,224",906,866,,,Masked,
327900,Linwood West,Canterbury,"4,280",Masked,"4,048",>950,946,,,Masked,
328000,Halswell South,Canterbury,"2,443",Masked,Masked,>950,>950,,,Masked,
328100,Sydenham Central,Canterbury,222,Masked,Masked,>950,>950,,,Masked,
328200,Spreydon South,Canterbury,"2,034",Masked,"1,898",>950,933,,,Masked,
328300,Rawhiti ,Canterbury,"2,468","2,285","2,196",926,890,,,Masked,
328400,Wainoni,Canterbury,"2,384","2,224","2,147",933,901,,,Masked,
328500,Linwood North,Canterbury,"2,301","2,176","2,084",946,906,,,Masked,
328600,Aranui,Canterbury,"3,469","3,124","2,928",901,844,,,Masked,
328700,Sydenham West,Canterbury,"1,232","1,159","1,139",941,925,,,Masked,
328800,Lancaster Park,Canterbury,240,Masked,Masked,>950,>950,,,Masked,
328900,Phillipstown,Canterbury,"3,304",Masked,"3,115",>950,943,,,Masked,
329000,Kennedys Bush,Canterbury,"1,162",Masked,"1,085",>950,934,,,Masked,
329100,Somerfield East,Canterbury,"3,125",Masked,Masked,>950,>950,,,Masked,
329200,Somerfield West,Canterbury,"2,717",Masked,Masked,>950,>950,,,Masked,
329300,Linwood East,Canterbury,"1,758","1,652","1,592",940,906,,,Masked,
329400,Sydenham North,Canterbury,"1,690",Masked,Masked,>950,>950,,,Masked,
329500,Hoon Hay South,Canterbury,"1,830",Masked,Masked,>950,>950,,,Masked,
329600,Charleston (Christchurch City),Canterbury,"1,247",Masked,"1,167",>950,936,,,Masked,
329700,Sydenham South,Canterbury,"2,323",Masked,Masked,>950,>950,,,Masked,
329800,Bexley,Canterbury,"2,142","2,002","1,918",935,895,,,Masked,
329900,Waltham,Canterbury,"1,690",Masked,"1,569",>950,928,,,Masked,
330000,Westmorland,Canterbury,"2,161",Masked,Masked,>950,>950,,,Masked,
330100,Woolston North,Canterbury,"2,811","2,643","2,541",940,904,,,Masked,
330200,New Brighton,Canterbury,"2,744","2,513","2,422",916,883,,,Masked,
330300,Cashmere West,Canterbury,"2,791",Masked,Masked,>950,>950,,,Masked,
330400,Bromley South,Canterbury,"2,429",Masked,"2,228",>950,917,,,Masked,
330500,Ensors,Canterbury,"1,979","1,836","1,791",928,905,,,Masked,
330600,Beckenham,Canterbury,"2,004",Masked,Masked,>950,>950,,,Masked,
330700,Bromley North,Canterbury,52,Masked,49,>950,942,,,Masked,
330800,St Martins,Canterbury,"2,367","2,246","2,203",949,931,,,Masked,
330900,Opawa,Canterbury,"1,267",Masked,"1,189",>950,938,,,Masked,
331000,Woolston West,Canterbury,989,936,900,946,910,,,Masked,
331100,Woolston East,Canterbury,"2,797","2,655","2,582",949,923,,,Masked,
331200,Huntsbury,Canterbury,"2,246",Masked,Masked,>950,>950,,,Masked,
331300,Cashmere East,Canterbury,"3,070",Masked,Masked,>950,>950,,,Masked,
331400,Hillsborough (Christchurch City),Canterbury,"2,128",Masked,"2,011",>950,945,,,Masked,
331500,Woolston South,Canterbury,438,Masked,401,>950,916,,,Masked,
331600,Port Hills,Canterbury,79,73,72,924,911,,,Masked,
331700,South New Brighton,Canterbury,"2,782","2,600","2,537",935,912,,,Masked,
331800,Brookhaven-Ferrymead,Canterbury,947,Masked,895,>950,945,,,Masked,
331900,Heathcote Valley,Canterbury,"2,107",Masked,Masked,>950,>950,,,Masked,
332000,Mount Pleasant,Canterbury,"3,502",Masked,"3,324",>950,949,,,Masked,
332100,Redcliffs,Canterbury,"1,958",Masked,Masked,>950,>950,,,Masked,
332200,Governors Bay,Canterbury,793,Masked,750,>950,946,,,Masked,
332400,Clifton Hill,Canterbury,"1,661",Masked,"1,574",>950,948,,,Masked,
332500,Lyttelton,Canterbury,"2,760",Masked,Masked,>950,>950,,,Masked,
332700,Sumner,Canterbury,"3,211",Masked,"3,037",>950,946,,,Masked,
332800,Teddington,Canterbury,194,174,172,897,887,,,Masked,
332900,Diamond Harbour,Canterbury,"1,332","1,265","1,239",950,930,,,Masked,
333100,Banks Peninsula South,Canterbury,"1,080",994,967,920,895,,,Masked,
333200,Eastern Bays-Banks Peninsula,Canterbury,517,Masked,491,>950,950,,,Masked,
333300,Akaroa Harbour,Canterbury,671,625,621,931,925,,,Masked,
333500,Akaroa,Canterbury,618,574,562,929,909,,,Masked,
333600,Craigieburn,Canterbury,121,115,114,950,942,,,Masked,
333700,Torlesse,Canterbury,990,928,903,937,912,,,Masked,
333800,Glenroy-Hororata,Canterbury,897,Masked,837,>950,933,,,Masked,
333900,Glentunnel,Canterbury,"1,053",996,978,946,929,,,Masked,
334000,Darfield,Canterbury,"2,467",Masked,"2,331",>950,945,,,Masked,
334100,Kirwee,Canterbury,"1,102",Masked,"1,036",>950,940,,,Masked,
334200,Bankside,Canterbury,"1,276",Masked,Masked,>950,>950,,,Masked,
334300,Charing Cross,Canterbury,746,Masked,Masked,>950,>950,,,Masked,
334400,Halkett,Canterbury,"1,503",Masked,"1,427",>950,949,,,Masked,
334500,Newtons Road,Canterbury,"2,853","2,706","2,661",948,933,,,Masked,
334600,West Melton,Canterbury,"1,950",Masked,Masked,>950,>950,,,Masked,
334700,Burnham Camp,Canterbury,483,Masked,Masked,>950,>950,,,Masked,
334800,Rolleston Izone,Canterbury,40,37,34,925,850,,,Masked,
334900,Rolleston North West,Canterbury,"3,153",Masked,Masked,>950,>950,,,Masked,
335000,Springston,Canterbury,"1,938",Masked,"1,819",>950,939,,,Masked,
335100,Rolleston Central,Canterbury,"2,800",Masked,Masked,>950,>950,,,Masked,
335200,Rolleston North East,Canterbury,"3,901",Masked,Masked,>950,>950,,,Masked,
335300,Rolleston South West,Canterbury,"2,984",Masked,Masked,>950,>950,,,Masked,
335400,Southbridge,Canterbury,"2,037",Masked,"1,909",>950,937,,,Masked,
335500,Rolleston South East,Canterbury,"5,913",Masked,Masked,>950,>950,,,Masked,
335600,Trents,Canterbury,"1,679","1,585","1,562",944,930,,,Masked,
335700,Prebbleton,Canterbury,"4,035",Masked,Masked,>950,>950,,,Masked,
335800,Irwell,Canterbury,"1,110","1,037","1,015",934,914,,,Masked,
335900,Ladbrooks,Canterbury,"1,654",Masked,Masked,>950,>950,,,Masked,
336000,Lincoln West,Canterbury,"3,066",Masked,Masked,>950,>950,,,Masked,
336100,Lincoln East,Canterbury,"4,262",Masked,Masked,>950,>950,,,Masked,
336200,Leeston,Canterbury,"1,848",Masked,"1,751",>950,948,,,Masked,
336300,Tai Tapu,Canterbury,"1,059",Masked,Masked,>950,>950,,,Masked,
336400,Motukarara,Canterbury,556,499,488,897,878,,,Masked,
336600,Ashburton Lakes,Canterbury,61,53,52,869,852,,,Masked,
336700,Cairnbrae,Canterbury,"1,119",Masked,Masked,>950,>950,,,Masked,
336800,Ashburton Forks,Canterbury,"1,681",Masked,"1,572",>950,935,,,Masked,
336900,Methven,Canterbury,"1,505",Masked,"1,420",>950,944,,,Masked,
337000,Ealing-Lowcliffe,Canterbury,"1,102",Masked,Masked,>950,>950,,,Masked,
337100,Eiffelton,Canterbury,"2,021",Masked,"1,910",>950,945,,,Masked,
337200,Chertsey,Canterbury,"1,305",Masked,Masked,>950,>950,,,Masked,
337300,Winchmore-Wakanui,Canterbury,"1,219","1,157","1,130",949,927,,,Masked,
337400,Allenton North,Canterbury,"2,370",Masked,"2,232",>950,942,,,Masked,
337500,Allenton South,Canterbury,"1,787",Masked,Masked,>950,>950,,,Masked,
337600,Rakaia,Canterbury,"1,224","1,159","1,129",947,922,,,Masked,
337700,Ashburton North,Canterbury,941,Masked,Masked,>950,>950,,,Masked,
337800,Allenton East,Canterbury,"1,914",Masked,"1,785",>950,933,,,Masked,
337900,Tinwald North,Canterbury,"1,136",Masked,"1,069",>950,941,,,Masked,
338000,Ashburton Central,Canterbury,138,Masked,Masked,>950,>950,,,Masked,
338100,Ashburton West,Canterbury,825,Masked,775,>950,939,,,Masked,
338200,Tinwald South,Canterbury,"2,013","1,907","1,865",947,926,,,Masked,
338300,Ashburton East,Canterbury,"1,426","1,349","1,307",946,917,,,Masked,
338400,Netherby,Canterbury,"1,853","1,755","1,704",947,920,,,Masked,
338500,Hampstead,Canterbury,"2,441","2,291","2,212",939,906,,,Masked,
338600,Ben McLeod,South Canterbury,118,101,100,856,847,,,Masked,
338700,Arundel,South Canterbury,"1,173","1,107","1,084",944,924,,,Masked,
338800,Levels Valley,South Canterbury,947,885,858,935,906,,,Masked,
338900,Geraldine,South Canterbury,"2,449","2,258","2,224",922,908,,,Masked,
339000,Rangitata,South Canterbury,"1,683","1,555","1,514",924,900,,,Masked,
339100,Waitohi (Timaru District),South Canterbury,"1,468","1,320","1,282",899,873,,,Masked,
339200,Pleasant Point,South Canterbury,"1,246","1,154","1,126",926,904,,,Masked,
339300,Temuka West,South Canterbury,"1,983","1,820","1,774",918,895,,,Masked,
339400,Hadlow,South Canterbury,"1,322","1,246","1,223",943,925,,,Masked,
339500,Levels,South Canterbury,"1,143",Masked,Masked,>950,>950,,,Masked,
339600,Temuka East,South Canterbury,"2,049","1,915","1,858",935,907,,,Masked,
339700,Gleniti North,South Canterbury,"1,376",Masked,Masked,>950,>950,,,Masked,
339800,Washdyke,South Canterbury,973,917,900,942,925,,,Masked,
339900,Fairview,South Canterbury,"1,439","1,295","1,261",900,876,,,Masked,
340000,Gleniti South,South Canterbury,"2,310",Masked,"2,182",>950,945,,,Masked,
340100,Glenwood,South Canterbury,"1,582","1,486","1,448",939,915,,,Masked,
340200,Marchwiel West,South Canterbury,"1,271","1,195","1,159",940,912,,,Masked,
340300,Marchwiel East,South Canterbury,"1,707","1,561","1,496",914,876,,,Masked,
340400,Highfield North,South Canterbury,"2,172","2,036","2,005",937,923,,,Masked,
340500,Highfield South,South Canterbury,"1,065",Masked,Masked,>950,>950,,,Masked,
340600,Waimataitai-Maori Hill,South Canterbury,"1,882","1,764","1,722",937,915,,,Masked,
340700,Fraser Park,South Canterbury,"2,391",Masked,"2,220",>950,928,,,Masked,
340800,Seaview,South Canterbury,"1,842",Masked,"1,701",>950,923,,,Masked,
341000,Watlington,South Canterbury,"1,900","1,770","1,720",932,905,,,Masked,
341100,Timaru Central,South Canterbury,339,310,303,914,894,,,Masked,
341200,Timaru East,South Canterbury,251,Masked,Masked,>950,>950,,,Masked,
341300,Parkside,South Canterbury,"2,087","1,929","1,854",924,888,,,Masked,
341400,Kensington (Timaru District),South Canterbury,"1,285","1,178","1,143",917,889,,,Masked,
341500,Mackenzie Lakes,South Canterbury,857,805,779,939,909,,,Masked,
341800,Twizel,South Canterbury,"1,310","1,231","1,213",940,926,,,Masked,
341900,Opua (Mackenzie District),South Canterbury,"1,181","1,088","1,060",921,898,,,Masked,
342000,Fairlie,South Canterbury,788,737,724,935,919,,,Masked,
342100,Hakataramea,South Canterbury,720,662,636,919,883,,,Masked,
342200,Maungati,South Canterbury,579,Masked,547,>950,945,,,Masked,
342300,Lyalldale,South Canterbury,582,507,497,871,854,,,Masked,
342400,Makikihi-Willowbridge,South Canterbury,905,837,819,925,905,,,Masked,
342500,Waimate North,South Canterbury,543,487,475,897,875,,,Masked,
342600,Morven-Glenavy-Ikawai,South Canterbury,912,Masked,863,>950,946,,,Masked,
342700,Waimate West,South Canterbury,"1,241","1,108","1,080",893,870,,,Masked,
342800,Waimate East,South Canterbury,"1,544","1,405","1,368",910,886,,,Masked,
343000,Chatham Islands,Canterbury,240,Masked,Masked,>950,>950,Chatham Islands,Pfizer Booster Plan,Masked,1000.0
343100,Aviemore,Southern,655,596,581,910,887,,,Masked,
343300,Danseys Pass,Southern,814,764,735,939,903,,,Masked,
343400,Ngapara,Southern,"1,286","1,195","1,156",929,899,,,Masked,
343500,Lower Waitaki,Southern,"1,215","1,134","1,103",933,908,,,Masked,
343600,Waihemo,Southern,"1,192","1,062","1,036",891,869,,,Masked,
343700,Maheno,Southern,"1,765","1,577","1,537",893,871,,,Masked,
343800,Weston,Southern,"1,035",961,937,929,905,,,Masked,
343900,Oamaru North Milner Park,Southern,"2,215","2,060","2,018",930,911,,,Masked,
344000,Oamaru North Orana Park,Southern,"2,458",Masked,"2,278",>950,927,,,Masked,
344100,Oamaru Gardens,Southern,"1,045",987,972,944,930,,,Masked,
344200,Glen Warren,Southern,"1,575","1,432","1,395",909,886,,,Masked,
344300,Holmes Hill,Southern,"1,197",Masked,"1,119",>950,935,,,Masked,
344400,Oamaru Central,Southern,324,303,299,935,923,,,Masked,
344500,South Hill,Southern,"1,939",Masked,"1,804",>950,930,,,Masked,
344700,Palmerston,Southern,877,762,738,869,842,,,Masked,
344800,Lindis-Nevis Valleys,Southern,"2,458","2,335","2,285",950,930,,,Masked,
344900,Cromwell West,Southern,"3,039",Masked,Masked,>950,>950,,,Masked,
345000,Cromwell East,Southern,"2,359",Masked,"2,232",>950,946,,,Masked,
345100,Manuherikia-Ida Valleys,Southern,983,904,892,920,907,,,Masked,
345200,Earnscleugh,Southern,623,Masked,Masked,>950,>950,,,Masked,
345300,Dunstan-Galloway,Southern,"1,609",Masked,"1,507",>950,937,,,Masked,
345400,Clyde,Southern,"1,071",Masked,"1,014",>950,947,,,Masked,
345500,Alexandra North,Southern,"2,588",Masked,Masked,>950,>950,,,Masked,
345600,Alexandra South,Southern,"2,331",Masked,"2,185",>950,937,,,Masked,
345700,Maniototo,Southern,"1,463",Masked,"1,389",>950,949,,,Masked,
345800,Teviot Valley,Southern,"1,503","1,426","1,383",949,920,,,Masked,
345900,Outer Wanaka,Southern,348,302,297,868,853,,,Masked,
346000,Glenorchy,Southern,354,Masked,Masked,>950,>950,,,Masked,
346200,Outer Wakatipu,Southern,780,Masked,Masked,>950,>950,,,Masked,
346400,Cardrona,Southern,631,590,585,935,927,,,Masked,
346600,Wanaka Waterfront,Southern,"1,899",Masked,Masked,>950,>950,,,Masked,
346700,Wanaka North,Southern,"2,774",Masked,Masked,>950,>950,,,Masked,
346800,Wanaka West,Southern,"1,749","1,644","1,620",940,926,,,Masked,
346900,Albert Town,Southern,"1,887",Masked,"1,771",>950,939,,,Masked,
347000,Wanaka Central,Southern,"1,272",Masked,Masked,>950,>950,Wanaka Central,Pfizer Booster Plan,Masked,1000.0
347100,Lake Hawea,Southern,"1,321","1,200","1,168",908,884,,,Masked,
347200,Upper Clutha Valley,Southern,"1,170","1,042","1,006",891,860,,,Masked,
347300,Kingston,Southern,285,253,247,888,867,,,Masked,
347400,Arthurs Point,Southern,"1,132",Masked,Masked,>950,>950,,,Masked,
347500,Wakatipu Basin,Southern,"1,526",Masked,"1,447",>950,948,,,Masked,
347700,Warren Park,Southern,"1,122",Masked,Masked,>950,>950,,,Masked,
347800,Sunshine Bay-Fernhill,Southern,"2,309",Masked,Masked,>950,>950,,,Masked,
347900,Arrowtown,Southern,"2,275",Masked,Masked,>950,>950,,,Masked,
348000,Quail Rise,Southern,675,Masked,Masked,>950,>950,,,Masked,
348100,Queenstown Central,Southern,741,Masked,Masked,>950,>950,,,Masked,
348200,Queenstown East,Southern,"1,152",Masked,Masked,>950,>950,,,Masked,
348300,Frankton Arm,Southern,"1,747",Masked,Masked,>950,>950,,,Masked,
348400,Frankton,Southern,"2,618",Masked,Masked,>950,>950,,,Masked,
348500,Lake Hayes,Southern,364,Masked,Masked,>950,>950,,,Masked,
348600,Kelvin Heights,Southern,"1,073",Masked,"1,005",>950,937,,,Masked,
348700,Shotover Country,Southern,"2,659",Masked,Masked,>950,>950,,,Masked,
348800,Lake Hayes Estate,Southern,"1,926",Masked,Masked,>950,>950,,,Masked,
348900,Jacks Point,Southern,"1,703",Masked,Masked,>950,>950,,,Masked,
349000,Strath Taieri,Southern,544,502,489,923,899,,,Masked,
349100,Bucklands Crossing,Southern,"1,394","1,305","1,275",936,915,,,Masked,
349200,Waikouaiti,Southern,"1,128","1,036","1,012",918,897,,,Masked,
349300,Momona,Southern,"2,066","1,961","1,920",949,929,,,Masked,
349400,Taieri,Southern,"1,373",Masked,Masked,>950,>950,,,Masked,
349600,Mount Cargill,Southern,"1,773","1,650","1,624",931,916,,,Masked,
349700,Bush Road,Southern,"2,100",Masked,Masked,>950,>950,,,Masked,
349800,Mosgiel East,Southern,"2,730",Masked,"2,594",>950,950,,,Masked,
349900,Mosgiel Central,Southern,"2,479","2,356","2,320",950,936,,,Masked,
350000,Seddon Park,Southern,"2,554",Masked,"2,426",>950,950,,,Masked,
350100,Wingatui,Southern,805,Masked,Masked,>950,>950,,,Masked,
350200,Saddle Hill-Chain Hills,Southern,"1,154",Masked,"1,086",>950,941,,,Masked,
350300,East Taieri,Southern,"2,047",Masked,Masked,>950,>950,,,Masked,
350400,Halfway Bush,Southern,"1,561",Masked,Masked,>950,>950,,,Masked,
350500,Helensburgh,Southern,"1,027",Masked,Masked,>950,>950,,,Masked,
350600,Glenleith,Southern,"1,096",Masked,Masked,>950,>950,,,Masked,
350700,Fairfield (Dunedin City),Southern,"2,232",Masked,Masked,>950,>950,,,Masked,
350900,Brockville,Southern,"1,986",Masked,"1,845",>950,929,,,Masked,
351000,Wakari,Southern,"3,465",Masked,Masked,>950,>950,,,Masked,
351100,Abbotsford,Southern,"2,427",Masked,Masked,>950,>950,,,Masked,
351200,Brighton,Southern,"1,297","1,211","1,179",934,909,,,Masked,
351300,Pine Hill-Dalmore,Southern,"1,974",Masked,"1,873",>950,949,,,Masked,
351400,Kaikorai-Bradford,Southern,997,Masked,Masked,>950,>950,,,Masked,
351500,Maori Hill,Southern,"2,182",Masked,Masked,>950,>950,,,Masked,
351600,Roslyn (Dunedin City),Southern,"2,831",Masked,Masked,>950,>950,,,Masked,
351700,North East Valley Chingford,Southern,"1,402",Masked,"1,324",>950,944,,,Masked,
351800,Roseneath-Sawyers Bay,Southern,"1,315","1,241","1,215",944,924,,,Masked,
351900,Normanby ,Southern,"1,304","1,192","1,173",914,900,,,Masked,
352000,North East Valley Knox,Southern,"2,103",Masked,Masked,>950,>950,,,Masked,
352100,Belleknowes,Southern,"1,975",Masked,Masked,>950,>950,,,Masked,
352200,Gardens (Dunedin City),Southern,"2,857",Masked,Masked,>950,>950,,,Masked,
352300,Kenmure,Southern,"1,687",Masked,Masked,>950,>950,,,Masked,
352400,Campus West,Southern,"1,360",Masked,Masked,>950,>950,,,Masked,
352500,Waldronville,Southern,"1,141",Masked,Masked,>950,>950,,,Masked,
352600,Green Island,Southern,"2,003",Masked,"1,875",>950,936,,,Masked,
352700,Port Chalmers,Southern,"1,221",Masked,"1,142",>950,935,,,Masked,
352800,Royal Terrace,Southern,"1,402",Masked,Masked,>950,>950,,,Masked,
352900,Arthur Street,Southern,"1,340",Masked,Masked,>950,>950,,,Masked,
353000,Opoho,Southern,"1,035",Masked,Masked,>950,>950,,,Masked,
353100,Campus North,Southern,"2,152",Masked,Masked,>950,>950,,,Masked,
353200,Campus South,Southern,"1,634",Masked,Masked,>950,>950,,,Masked,
353300,Mornington,Southern,"2,504",Masked,"2,350",>950,938,,,Masked,
353400,Dunedin Central,Southern,"1,818",Masked,Masked,>950,>950,,,Masked,
353500,Maryhill,Southern,"1,919",Masked,Masked,>950,>950,,,Masked,
353600,Ravensbourne-St Leonards,Southern,"1,726",Masked,"1,636",>950,948,,,Masked,
353700,Harbourside,Southern,50,47,45,940,900,,,Masked,
353800,Fernhill,Southern,"1,557",Masked,Masked,>950,>950,,,Masked,
353900,Otago Peninsula,Southern,771,725,712,940,923,,,Masked,
354000,Concord,Southern,"1,278",Masked,"1,196",>950,936,,,Masked,
354100,Calton Hill,Southern,"1,217","1,114","1,079",915,887,,,Masked,
354200,Caversham,Southern,"2,181","2,019","1,960",926,899,,,Masked,
354300,Hillside-Portsmouth Drive,Southern,99,Masked,Masked,>950,>950,,,Masked,
354400,Kew (Dunedin City),Southern,"1,522",Masked,Masked,>950,>950,,,Masked,
354500,Corstorphine,Southern,"1,679","1,565","1,515",932,902,,,Masked,
354600,Forbury,Southern,"1,170",Masked,"1,090",>950,932,,,Masked,
354700,Bathgate Park,Southern,"2,238","2,073","2,025",926,905,,,Masked,
354800,St Clair,Southern,"2,136",Masked,Masked,>950,>950,,,Masked,
354900,Waverley ,Southern,"2,345",Masked,Masked,>950,>950,,,Masked,
355000,Macandrew Bay-Company Bay,Southern,"1,407",Masked,Masked,>950,>950,,,Masked,
355100,Broad Bay-Portobello,Southern,"1,045",Masked,984,>950,942,,,Masked,
355200,St Kilda South,Southern,"2,453",Masked,Masked,>950,>950,,,Masked,
355300,Musselburgh,Southern,"1,318",Masked,Masked,>950,>950,,,Masked,
355400,Shiel Hill,Southern,"1,489",Masked,Masked,>950,>950,,,Masked,
355500,St Kilda North,Southern,"2,279",Masked,Masked,>950,>950,,,Masked,
355600,Andersons Bay,Southern,"2,066",Masked,Masked,>950,>950,,,Masked,
355700,Tainui,Southern,"1,697",Masked,Masked,>950,>950,,,Masked,
355800,West Otago,Southern,"1,881","1,712","1,676",910,891,,,Masked,
355900,Tuapeka,Southern,"1,033",945,925,915,895,Tuapeka,Pfizer Booster Plan,Masked,1000.0
356000,Clinton,Southern,975,861,826,883,847,,,Masked,
356100,Clutha Valley,Southern,"1,219",Masked,"1,147",>950,941,,,Masked,
356200,Bruce,Southern,"1,862","1,693","1,646",909,884,,,Masked,
356300,Catlins,Southern,"1,147","1,044","1,013",910,883,,,Masked,
356400,Milton,Southern,"1,816","1,668","1,595",919,878,,,Masked,
356500,Balclutha South,Southern,"2,312",Masked,"2,150",>950,930,,,Masked,
356600,Balclutha North,Southern,"1,512","1,434","1,389",948,919,,,Masked,
356700,Benhar-Stirling,Southern,398,371,363,932,912,,,Masked,
356800,Kaitangata-Matau,Southern,973,919,885,945,910,,,Masked,
357000,Fiordland,Southern,44,40,40,909,909,,,Masked,
357300,Mararoa,Southern,683,637,623,933,912,,,Masked,
357500,Te Anau,Southern,"2,014","1,910","1,875",948,931,,,Masked,
357600,Whitestone,Southern,549,494,480,900,874,,,Masked,
357700,Mossburn,Southern,929,869,850,935,915,,,Masked,
357900,Longwood Forest,Southern,"1,648","1,458","1,415",885,859,,,Masked,
358000,Ohai-Nightcaps,Southern,"1,258","1,126","1,091",895,867,,,Masked,
358100,Riversdale-Piano Flat,Southern,"1,079",997,980,924,908,,,Masked,
358200,Lumsden-Balfour,Southern,"1,038",960,913,925,880,,,Masked,
358300,Oreti River,Southern,"1,748","1,643","1,602",940,916,,,Masked,
358400,Otautau,Southern,"2,256","2,064","1,970",915,873,,,Masked,
358500,Hedgehope,Southern,887,829,805,935,908,,,Masked,
358600,Winton,Southern,"2,004","1,895","1,850",946,923,,,Masked,
358700,Waianiwa,Southern,932,881,858,945,921,,,Masked,
358800,Riverton,Southern,"1,458","1,266","1,227",868,842,,,Masked,
358900,Wallacetown,Southern,971,906,886,933,912,,,Masked,
359000,Grove Bush,Southern,960,Masked,906,>950,944,,,Masked,
359100,Edendale-Woodlands,Southern,"1,806","1,633","1,567",904,868,,,Masked,
359300,Stewart Island,Southern,317,295,288,931,909,,,Masked,
359400,Awarua Plains,Southern,695,Masked,647,>950,931,,,Masked,
359500,Wyndham-Catlins,Southern,"1,848","1,679","1,622",909,878,,,Masked,
359600,Waikaka,Southern,"1,229","1,150","1,117",936,909,,,Masked,
359700,Waimumu-Kaiwera,Southern,"1,121","1,024",985,913,879,,,Masked,
359800,Gore North,Southern,"1,525","1,415","1,389",928,911,,,Masked,
359900,Gore West,Southern,"2,417","2,261","2,225",935,921,,,Masked,
360000,East Gore,Southern,"1,274","1,154","1,117",906,877,,,Masked,
360100,Gore Central,Southern,192,181,173,943,901,,,Masked,
360200,Gore Main,Southern,"1,178","1,059","1,039",899,882,,,Masked,
360300,Gore South,Southern,511,448,438,877,857,,,Masked,
360400,Mataura,Southern,"1,359","1,255","1,210",923,890,,,Masked,
360500,West Plains-Makarewa,Southern,"1,442","1,304","1,274",904,883,,,Masked,
360600,Prestonville-Grasmere,Southern,"3,233","3,000","2,910",928,900,,,Masked,
360700,Donovan Park,Southern,"2,284","2,158","2,119",945,928,,,Masked,
360800,Myross Bush,Southern,"1,015",Masked,Masked,>950,>950,,,Masked,
360900,Otatara,Southern,"2,774",Masked,Masked,>950,>950,,,Masked,
361000,Invercargill Central,Southern,"1,007",Masked,Masked,>950,>950,,,Masked,
361100,Gladstone (Invercargill City),Southern,"2,058",Masked,Masked,>950,>950,,,Masked,
361200,Rosedale,Southern,"1,625",Masked,Masked,>950,>950,,,Masked,
361300,Avenal,Southern,981,Masked,Masked,>950,>950,,,Masked,
361400,Hargest,Southern,"1,658",Masked,Masked,>950,>950,,,Masked,
361500,Windsor ,Southern,"2,681",Masked,Masked,>950,>950,,,Masked,
361600,Richmond (Invercargill City),Southern,"2,850",Masked,"2,693",>950,945,,,Masked,
361700,Glengarry,Southern,"2,174","2,009","1,953",924,898,,,Masked,
