SA2 Code 2018,SA2 2018,DHB of residence,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
Unknown,Unknown,Unknown,"66,039",Masked,Masked,>950,>950,,,Masked,
213800,Tamatea East,Hawke's Bay,"1,440","1,344","1,291",933,897,,,Masked,
213900,Marewa West,Hawke's Bay,"1,502","1,417","1,378",943,917,,,Masked,
214000,Greenmeadows Central,Hawke's Bay,"1,291",Masked,Masked,>950,>950,,,Masked,
214100,Onekawa Central,Hawke's Bay,"1,257",Masked,"1,177",>950,936,,,Masked,
214200,Pirimai West,Hawke's Bay,"1,345","1,272","1,231",946,915,,,Masked,
214300,Napier Central,Hawke's Bay,427,Masked,389,>950,911,,,Masked,
214400,Greenmeadows South,Hawke's Bay,"1,817","1,698","1,648",935,907,,,Masked,
214500,Nelson Park,Hawke's Bay,"1,892","1,755","1,674",928,885,,,Masked,
214600,Bledisloe Park,Hawke's Bay,"1,932",Masked,Masked,>950,>950,,,Masked,
214700,Pirimai East,Hawke's Bay,"1,826",Masked,"1,693",>950,927,,,Masked,
214800,Onekawa East,Hawke's Bay,"1,381","1,235","1,169",894,846,,,Masked,
214900,Tareha Reserve,Hawke's Bay,"2,760",Masked,"2,590",>950,938,,,Masked,
215000,Marewa East,Hawke's Bay,"2,732","2,451","2,279",897,834,,,Masked,
215100,Onekawa South,Hawke's Bay,"2,589","2,359","2,199",911,849,,,Masked,
215200,McLean Park,Hawke's Bay,"2,096",Masked,"1,955",>950,933,,,Masked,
215300,Maraenui,Hawke's Bay,"2,884","2,519","2,325",873,806,,,Masked,
215400,Meeanee-Awatoto,Hawke's Bay,"2,743",Masked,"2,581",>950,941,,,Masked,
215500,Mangaonuku,Hawke's Bay,766,Masked,Masked,>950,>950,,,Masked,
215600,Makaretu,Hawke's Bay,"2,024","1,897","1,825",937,902,Makaretu,Pfizer Booster Plan,Masked,1000.0
215700,Waipawa,Hawke's Bay,"1,854","1,673","1,605",902,866,,,Masked,
215800,Waipukurau West,Hawke's Bay,"2,202","2,052","1,968",932,894,,,Masked,
215900,Mangarara,Hawke's Bay,"2,114","1,975","1,927",934,912,,,Masked,
216000,Waipukurau East,Hawke's Bay,"1,648","1,543","1,487",936,902,,,Masked,
216100,Taurekaitai,Hawke's Bay,"1,656","1,504","1,448",908,874,,,Masked,
216300,Spotswood,Taranaki,"3,150","2,866","2,730",910,867,,,Masked,
216400,Omata,Taranaki,852,Masked,792,>950,930,,,Masked,
216500,Oakura,Taranaki,"1,323",Masked,"1,257",>950,950,,,Masked,
216600,Moturoa,Taranaki,"1,639","1,518","1,475",926,900,,,Masked,
216700,Kaitake,Taranaki,"1,594","1,368","1,319",858,827,,,Masked,
216800,Blagdon-Lynmouth,Taranaki,"2,083","1,979","1,917",950,920,,,Masked,
216900,Kawaroa,Taranaki,"1,969","1,870","1,830",950,929,,,Masked,
217000,New Plymouth Central,Taranaki,"1,059",Masked,983,>950,928,,,Masked,
217100,Marfell,Taranaki,"1,384","1,236","1,168",893,844,,,Masked,
217200,Whalers Gate,Taranaki,"2,169",Masked,"2,033",>950,937,,,Masked,
217300,Strandon,Taranaki,"2,258",Masked,"2,110",>950,934,,,Masked,
217400,Westown ,Taranaki,"3,768","3,514","3,390",933,900,,,Masked,
217500,Bell Block West,Taranaki,"3,574","3,361","3,271",940,915,,,Masked,
217600,Bell Block East,Taranaki,"2,577",Masked,"2,437",>950,946,,,Masked,
217700,Waiwhakaiho-Bell Block South,Taranaki,119,108,106,908,891,,,Masked,
217800,Lower Vogeltown,Taranaki,"2,514","2,365","2,309",941,918,,,Masked,
217900,Hurdon,Taranaki,"2,032","1,914","1,875",942,923,,,Masked,
218000,Frankleigh Park,Taranaki,"2,459",Masked,"2,280",>950,927,,,Masked,
218100,Merrilands,Taranaki,"2,571","2,388","2,323",929,904,,,Masked,
218200,Ferndale,Taranaki,659,Masked,Masked,>950,>950,,,Masked,
218300,Welbourn,Taranaki,"2,696",Masked,"2,526",>950,937,,,Masked,
218400,Fitzroy-Glen Avon,Taranaki,"3,107","2,933","2,866",944,922,,,Masked,
218500,Waitara West,Taranaki,"3,393","2,881","2,711",849,799,,,Masked,
218600,Upper Vogeltown,Taranaki,"2,417","2,213","2,172",916,899,,,Masked,
218700,Highlands Park (New Plymouth District),Taranaki,"3,033","2,868","2,830",946,933,,,Masked,
218800,Paraite,Taranaki,677,Masked,638,>950,942,,,Masked,
218900,Waitara East,Taranaki,"2,469","2,192","2,082",888,843,,,Masked,
219000,Lepperton-Brixton,Taranaki,"1,465","1,350","1,307",922,892,,,Masked,
219100,Mangorei,Taranaki,"1,763","1,594","1,547",904,877,,,Masked,
219200,Mount Messenger,Taranaki,695,609,583,876,839,,,Masked,
219300,Mangaoraka,Taranaki,"1,498","1,337","1,298",893,866,,,Masked,
219400,Tikorangi,Taranaki,"1,823","1,586","1,524",870,836,,,Masked,
219500,Everett Park,Taranaki,"1,781","1,661","1,612",933,905,,,Masked,
219600,Inglewood,Taranaki,"2,987","2,776","2,681",929,898,,,Masked,
219700,Tarata,Taranaki,454,406,393,894,866,,,Masked,
219800,Pembroke,Taranaki,"1,272","1,110","1,081",873,850,,,Masked,
219900,Douglas,Taranaki,506,427,402,844,794,,,Masked,
220000,Toko,Taranaki,"1,109","1,014",975,914,879,,,Masked,
220100,Stratford North,Taranaki,"1,641","1,474","1,440",898,878,,,Masked,
220200,Whangamomona,Taranaki,108,83,77,769,713,,,Masked,
220300,Stratford Central,Taranaki,"1,728","1,557","1,503",901,870,,,Masked,
220400,Stratford South,Taranaki,"1,453","1,297","1,246",893,858,,,Masked,
220500,Cape Egmont,Taranaki,"1,577","1,336","1,274",847,808,,,Masked,
220600,Taungatara,Taranaki,910,820,787,901,865,,,Masked,
220700,Opunake,Taranaki,"1,186","1,058","1,020",892,860,,,Masked,
220800,Kaponga-Mangatoki,Taranaki,946,807,773,853,817,,,Masked,
220900,Manaia-Kapuni,Taranaki,"1,239","1,089","1,044",879,843,,,Masked,
221000,Eltham,Taranaki,"1,618","1,404","1,347",868,833,,,Masked,
221100,Okaiawa,Taranaki,913,821,788,899,863,,,Masked,
221200,Te Roti-Moeroa,Taranaki,630,578,556,917,883,,,Masked,
221300,Egmont Showgrounds,Taranaki,"1,422",Masked,Masked,>950,>950,,,Masked,
221400,Normanby-Tawhiti,Taranaki,"1,264","1,165","1,129",922,893,,,Masked,
221500,Ohangai,Taranaki,446,414,402,928,901,,,Masked,
221600,Turuturu,Taranaki,"1,482","1,381","1,340",932,904,,,Masked,
221700,King Edward Park,Taranaki,"1,251","1,178","1,137",942,909,,,Masked,
221800,Ramanui,Taranaki,"1,690","1,551","1,493",918,883,,,Masked,
221900,Hawera Central,Taranaki,"2,036","1,901","1,851",934,909,,,Masked,
222000,Mangawhio,Taranaki,562,497,475,884,845,,,Masked,
222100,Manutahi-Waitotora,Taranaki,"1,685","1,521","1,482",903,880,,,Masked,
222200,Patea,Taranaki,"1,032",928,887,899,859,,,Masked,
222300,Otangiwai-Ohura,Waikato,820,644,598,785,729,,,Masked,
222400,Ngapuke,Waikato,"1,055",875,830,829,787,,,Masked,
222500,Taumarunui North,Waikato,"1,419","1,252","1,170",882,825,,,Masked,
222600,Taumarunui Central,Waikato,"1,270","1,143","1,079",900,850,,,Masked,
222700,Taumarunui East,Waikato,"1,321","1,062",969,804,734,,,Masked,
222800,National Park,Waikato,802,754,721,940,899,,,Masked,
222900,Tangiwai,Whanganui,"1,086",949,912,874,840,,,Masked,
223000,Raetihi,Whanganui,873,697,649,798,743,,,Masked,
223100,Ohakune,Whanganui,996,918,889,922,893,,,Masked,
223200,Waiouru,Whanganui,448,Masked,403,>950,900,Waiouru,Pfizer Booster Plan,Masked,500.0
223300,Upper Whanganui,Whanganui,958,856,819,894,855,,,Masked,
223400,Mowhanau,Whanganui,"1,207","1,090","1,066",903,883,,,Masked,
223500,Brunswick-Papaiti,Whanganui,"1,370",Masked,"1,287",>950,939,,,Masked,
223600,Castlecliff West,Whanganui,"1,470","1,249","1,186",850,807,,,Masked,
223700,Otamatea (Whanganui District),Whanganui,"1,666","1,582","1,558",950,935,,,Masked,
223800,Castlecliff East,Whanganui,"1,636","1,379","1,306",843,798,,,Masked,
223900,Springvale North,Whanganui,331,304,299,918,903,,,Masked,
224000,Lower Aramoho,Whanganui,"1,631","1,477","1,399",906,858,,,Masked,
224100,St Johns Hill East,Whanganui,"1,107",Masked,"1,051",>950,949,,,Masked,
224200,St Johns Hill West,Whanganui,"1,996","1,882","1,855",943,929,,,Masked,
224300,Titoki,Whanganui,"2,711","2,434","2,300",898,848,,,Masked,
224400,Springvale West,Whanganui,"1,427","1,354","1,324",949,928,,,Masked,
224500,Springvale East,Whanganui,"1,347",Masked,"1,272",>950,944,,,Masked,
224600,Upper Aramoho,Whanganui,"1,907","1,679","1,619",880,849,,,Masked,
224700,Balgownie,Whanganui,117,100,99,855,846,,,Masked,
224800,Laird Park,Whanganui,"1,949","1,701","1,635",873,839,,,Masked,
224900,Wembley Park,Whanganui,"1,500","1,303","1,225",869,817,,,Masked,
225000,College Estate,Whanganui,"1,125","1,059","1,030",941,916,,,Masked,
225100,Whanganui East-Williams Domain,Whanganui,"2,047","1,805","1,738",882,849,,,Masked,
225200,Gonville West,Whanganui,"1,495","1,225","1,138",819,761,,,Masked,
225300,Gonville North,Whanganui,"2,192","1,952","1,875",891,855,,,Masked,
225400,Cornmarket,Whanganui,"1,250","1,120","1,085",896,868,,,Masked,
225500,Whanganui East-Riverlands,Whanganui,"1,911","1,767","1,708",925,894,,,Masked,
225600,Kaitoke-Fordell,Whanganui,"1,457","1,312","1,270",900,872,,,Masked,
225700,Whanganui Central,Whanganui,548,Masked,516,>950,942,,,Masked,
225800,Gonville South,Whanganui,"1,745","1,533","1,487",879,852,,,Masked,
225900,Bastia-Durie Hill,Whanganui,"1,922","1,797","1,750",935,911,,,Masked,
226000,Putiki,Whanganui,652,603,582,925,893,,,Masked,
226100,Mokai Patea,Whanganui,"1,332","1,230","1,184",923,889,,,Masked,
226300,Turakina,Whanganui,"1,114",999,973,897,873,,,Masked,
226400,Otairi,Whanganui,"1,068",969,930,907,871,,,Masked,
226500,Taihape,Whanganui,"1,448","1,284","1,215",887,839,,,Masked,
226600,Marton Rural,Whanganui,855,797,786,932,919,,,Masked,
226700,Marton North,Whanganui,"2,743","2,509","2,457",915,896,,,Masked,
226800,Parewanui,Whanganui,726,643,624,886,860,,,Masked,
226900,Marton South,Whanganui,"1,895","1,691","1,602",892,845,,,Masked,
227000,Bulls,Whanganui,"1,629","1,518","1,476",932,906,,,Masked,
227100,Kiwitea,MidCentral,"1,235","1,136","1,102",920,892,,,Masked,
227200,Tokorangi,MidCentral,"1,924","1,801","1,754",936,912,,,Masked,
227300,Ohakea-Sanson,MidCentral,"1,046",Masked,979,>950,936,,,Masked,
227400,Oroua Downs,MidCentral,"1,118","1,046","1,022",936,914,,,Masked,
227500,Awahuri,MidCentral,"1,763","1,666","1,622",945,920,,,Masked,
227600,Pohangina-Apiti,MidCentral,"1,012",914,882,903,872,,,Masked,
227700,Mount Taylor,MidCentral,450,Masked,Masked,>950,>950,,,Masked,
227800,Taikorea,MidCentral,"1,066",996,959,934,900,,,Masked,
227900,Makino,MidCentral,"2,486",Masked,"2,299",>950,925,,,Masked,
228000,Sandon,MidCentral,"1,961",Masked,"1,840",>950,938,,,Masked,
228100,Kimbolton North,MidCentral,"2,984",Masked,"2,777",>950,931,,,Masked,
228200,Warwick,MidCentral,"1,350","1,241","1,212",919,898,,,Masked,
228300,Kimbolton West,MidCentral,"2,184","2,032","1,950",930,893,,,Masked,
228400,Feilding Central,MidCentral,830,767,736,924,887,,,Masked,
228500,Kimbolton South,MidCentral,"1,785","1,671","1,607",936,900,,,Masked,
228600,Kauwhata,MidCentral,"1,696","1,587","1,553",936,916,,,Masked,
228700,Taonui,MidCentral,"1,494",Masked,"1,403",>950,939,,,Masked,
228800,Newbury,MidCentral,"1,627","1,520","1,479",934,909,,,Masked,
228900,Palmerston North Airport,MidCentral,272,Masked,Masked,>950,>950,,,Masked,
229000,Milson North,MidCentral,"2,079",Masked,"1,964",>950,945,,,Masked,
229100,Cloverlea (Palmerston North City),MidCentral,"1,591",Masked,"1,492",>950,938,,,Masked,
229200,Tremaine,MidCentral,585,536,508,916,868,,,Masked,
229300,Milson South,MidCentral,"2,522",Masked,Masked,>950,>950,,,Masked,
229400,Whakarongo,MidCentral,"1,479",Masked,"1,395",>950,943,,,Masked,
229500,Westbrook,MidCentral,"2,445","2,315","2,188",947,895,,,Masked,
229600,Takaro North,MidCentral,"2,711",Masked,"2,501",>950,923,,,Masked,
229700,Pioneer West,MidCentral,231,217,212,939,918,,,Masked,
229800,Palmerston North Hospital,MidCentral,"2,164",Masked,Masked,>950,>950,,,Masked,
229900,Highbury East,MidCentral,"2,364","2,167","2,024",917,856,,,Masked,
230000,Park West,MidCentral,"1,695",Masked,"1,572",>950,927,,,Masked,
230100,Takaro South,MidCentral,"2,067",Masked,"1,936",>950,937,,,Masked,
230200,Roslyn (Palmerston North City),MidCentral,"2,056","1,943","1,896",945,922,,,Masked,
230300,Kelvin Grove West,MidCentral,"2,072",Masked,"1,930",>950,931,,,Masked,
230400,Kelvin Grove North,MidCentral,"1,892",Masked,Masked,>950,>950,,,Masked,
230500,Papaioea North,MidCentral,"2,064",Masked,Masked,>950,>950,,,Masked,
230600,Palmerston North Central,MidCentral,986,Masked,899,>950,912,,,Masked,
230700,Awapuni North ,MidCentral,"2,869",Masked,"2,676",>950,933,,,Masked,
230800,Terrace End,MidCentral,"2,876","2,708","2,626",942,913,,,Masked,
230900,Maraetarata,MidCentral,"1,230",Masked,"1,164",>950,946,,,Masked,
231000,Papaioea South,MidCentral,"1,662",Masked,Masked,>950,>950,,,Masked,
231100,Royal Oak (Palmerston North City),MidCentral,"2,061",Masked,Masked,>950,>950,,,Masked,
231200,West End,MidCentral,"2,405",Masked,"2,279",>950,948,,,Masked,
231300,Awapuni South ,MidCentral,"2,830",Masked,Masked,>950,>950,,,Masked,
231400,Milverton,MidCentral,"1,569",Masked,Masked,>950,>950,,,Masked,
231500,Ruamahanga,MidCentral,"2,221",Masked,Masked,>950,>950,,,Masked,
231600,Esplanade,MidCentral,"1,704",Masked,Masked,>950,>950,,,Masked,
231700,Hokowhitu Central,MidCentral,"2,062",Masked,Masked,>950,>950,,,Masked,
231800,Hokowhitu East,MidCentral,"2,661",Masked,Masked,>950,>950,,,Masked,
231900,Turitea,MidCentral,363,Masked,Masked,>950,>950,,,Masked,
232000,Ruahine,MidCentral,"1,435",Masked,Masked,>950,>950,,,Masked,
232100,Linton Camp,MidCentral,521,Masked,Masked,>950,>950,,,Masked,
232200,Ashhurst,MidCentral,"2,449",Masked,"2,306",>950,942,,,Masked,
232300,Hokowhitu South,MidCentral,"1,632",Masked,"1,535",>950,941,,,Masked,
232400,Aokautere,MidCentral,692,Masked,655,>950,947,,,Masked,
232500,Pihauatua,MidCentral,"1,062",Masked,Masked,>950,>950,,,Masked,
232600,Aokautere Rural,MidCentral,624,Masked,583,>950,934,,,Masked,
232700,Poutoa,MidCentral,"3,245",Masked,Masked,>950,>950,,,Masked,
232800,Norsewood,MidCentral,"1,370","1,216","1,169",888,853,,,Masked,
232900,Papatawa,MidCentral,"1,148","1,058","1,028",922,895,,,Masked,
233000,Mangatainoka,MidCentral,"1,493","1,386","1,333",928,893,,,Masked,
233100,Woodville,MidCentral,"1,381","1,228","1,168",889,846,,,Masked,
233200,Dannevirke West,MidCentral,"1,874","1,754","1,672",936,892,,,Masked,
233300,Dannevirke East,MidCentral,"2,900","2,648","2,499",913,862,,,Masked,
233400,Waitahora,MidCentral,504,450,433,893,859,,,Masked,
233500,Kaitawa,MidCentral,506,440,418,870,826,,,Masked,
233600,Pahiatua,MidCentral,"2,258","2,077","2,000",920,886,,,Masked,
233700,Nireaha-Eketahuna,MidCentral,"1,267","1,128","1,079",890,852,,,Masked,
233800,Owhanga,MidCentral,556,456,432,820,777,,,Masked,
234000,Kere Kere,MidCentral,763,Masked,722,>950,946,,,Masked,
234100,Foxton Beach,MidCentral,"1,870","1,701","1,651",910,883,,,Masked,
234200,Foxton North,MidCentral,"1,218","1,062","1,013",872,832,,,Masked,
234300,Foxton South,MidCentral,"1,602","1,427","1,358",891,848,,,Masked,
234400,Waitarere,MidCentral,"2,059","1,894","1,845",920,896,,,Masked,
234500,Waikawa (Horowhenua District),MidCentral,733,654,636,892,868,,,Masked,
234600,Miranui,MidCentral,"1,377",Masked,"1,298",>950,943,,,Masked,
234700,Donnelly Park,MidCentral,"1,094","1,003",962,917,879,,,Masked,
234800,Ohau-Manakau,MidCentral,"2,277","2,132","2,099",936,922,,,Masked,
234900,Kawiu South,MidCentral,"2,004","1,886","1,819",941,908,,,Masked,
235000,Makomako,MidCentral,"1,187","1,089","1,036",917,873,,,Masked,
235100,Kawiu North,MidCentral,"1,588","1,503","1,463",946,921,,,Masked,
235200,Levin Central,MidCentral,972,876,844,901,868,,,Masked,
235300,Tararua,MidCentral,"1,116","1,014",978,909,876,,,Masked,
235400,Shannon,MidCentral,"1,213","1,032",977,851,805,,,Masked,
235500,Queenwood (Horowhenua District),MidCentral,"1,796","1,629","1,577",907,878,,,Masked,
235600,Playford Park,MidCentral,"1,518","1,386","1,332",913,877,,,Masked,
235700,Fairfield (Horowhenua District),MidCentral,"1,298","1,208","1,174",931,904,,,Masked,
235800,Taitoko,MidCentral,"1,465","1,315","1,240",898,846,,,Masked,
235900,Waiopehu,MidCentral,"1,246","1,144","1,112",918,892,,,Masked,
236000,Makahika,MidCentral,953,865,840,908,881,,,Masked,
236100,Kimberley,MidCentral,384,346,338,901,880,,,Masked,
236300,Otaki Beach,MidCentral,"1,667","1,492","1,421",895,852,,,Masked,
236400,Forest Lakes (Kapiti Coast District),MidCentral,602,535,517,889,859,,,Masked,
236500,Otaki,MidCentral,"3,076","2,827","2,704",919,879,,,Masked,
236600,Te Horo,Capital and Coast,194,170,164,876,845,,,Masked,
236600,Te Horo,MidCentral,"1,128","1,008",986,894,874,,,Masked,
236700,Waitohu,MidCentral,894,822,794,919,888,,,Masked,
236800,Waikanae Beach,Capital and Coast,"2,985","2,823","2,780",946,931,,,Masked,
236900,Peka Peka,Capital and Coast,612,Masked,Masked,>950,>950,,,Masked,
237000,Paraparaumu Beach North,Capital and Coast,"3,489",Masked,"3,262",>950,935,,,Masked,
237100,Paraparaumu Beach West,Capital and Coast,"2,206","2,096","2,051",950,930,,,Masked,
237200,Waikanae Park,Capital and Coast,"2,076","1,945","1,909",937,920,,,Masked,
237300,Paraparaumu Beach East,Capital and Coast,"2,385",Masked,Masked,>950,>950,,,Masked,
237400,Otaihanga,Capital and Coast,768,721,702,939,914,,,Masked,
237500,Paraparaumu North,Capital and Coast,"3,212",Masked,"3,014",>950,938,,,Masked,
237600,Waikanae West,Capital and Coast,"4,144","3,895","3,817",940,921,,,Masked,
237700,Otaki Forks,MidCentral,700,665,648,950,926,,,Masked,
237800,Paraparaumu Central,Capital and Coast,"3,448","3,266","3,190",947,925,,,Masked,
237900,Maungakotukutuku,Capital and Coast,"1,227","1,118","1,091",911,889,,,Masked,
238000,Raumati Beach West,Capital and Coast,"2,558",Masked,Masked,>950,>950,,,Masked,
238100,Waikanae East,Capital and Coast,"2,156","2,049","2,014",950,934,,,Masked,
238300,Raumati Beach East,Capital and Coast,"2,090",Masked,"1,953",>950,934,,,Masked,
238400,Paraparaumu East,Capital and Coast,"1,922","1,733","1,677",902,873,,,Masked,
238500,Raumati South,Capital and Coast,"3,154","2,970","2,912",942,923,,,Masked,
238600,Paekakariki,Capital and Coast,"1,469","1,377","1,351",937,920,,,Masked,
238800,Pukerua Bay,Capital and Coast,"1,502",Masked,"1,412",>950,940,,,Masked,
238900,Paekakariki Hill,Capital and Coast,336,Masked,319,>950,949,,,Masked,
239000,Plimmerton,Capital and Coast,"1,899",Masked,"1,801",>950,948,,,Masked,
239100,Titahi Bay North,Capital and Coast,"2,239","2,114","2,052",944,916,,,Masked,
239200,Titahi Bay South,Capital and Coast,"3,050","2,889","2,807",947,920,,,Masked,
239300,Elsdon-Takapuwahia,Capital and Coast,"2,019","1,882","1,819",932,901,,,Masked,
239400,Pauatahanui,Capital and Coast,846,Masked,804,>950,950,,,Masked,
239500,Onepoto,Capital and Coast,"1,598",Masked,"1,508",>950,944,,,Masked,
239600,Camborne,Capital and Coast,"1,662",Masked,Masked,>950,>950,,,Masked,
239800,Paremata,Capital and Coast,"2,107",Masked,Masked,>950,>950,,,Masked,
239900,Porirua Central,Capital and Coast,493,Masked,Masked,>950,>950,,,Masked,
240000,Papakowhai,Capital and Coast,"2,022",Masked,Masked,>950,>950,,,Masked,
240100,Aotea,Capital and Coast,"3,142",Masked,Masked,>950,>950,,,Masked,
240200,Postgate,Capital and Coast,"2,286",Masked,Masked,>950,>950,,,Masked,
240300,Ascot Park,Capital and Coast,"2,353","2,223","2,139",945,909,,,Masked,
240400,Whitby,Capital and Coast,"2,647",Masked,Masked,>950,>950,,,Masked,
240500,Porirua East,Capital and Coast,"1,807","1,681","1,622",930,898,,,Masked,
240600,Endeavour,Capital and Coast,"4,478",Masked,Masked,>950,>950,,,Masked,
240700,Cannons Creek North,Capital and Coast,"2,770","2,553","2,390",922,863,,,Masked,
240800,Waitangirua,Capital and Coast,"3,478","3,198","3,012",919,866,,,Masked,
240900,Ranui Heights ,Capital and Coast,"1,112","1,048","1,024",942,921,,,Masked,
241000,Cannons Creek East,Capital and Coast,"3,066","2,832","2,679",924,874,,,Masked,
241100,Cannons Creek South,Capital and Coast,"1,366","1,283","1,217",939,891,,,Masked,
241200,Akatarawa,Hutt Valley,579,547,534,945,922,,,Masked,
241300,Riverstone Terraces,Hutt Valley,"1,507",Masked,Masked,>950,>950,,,Masked,
241400,Heretaunga,Hutt Valley,"2,156",Masked,"2,038",>950,945,,,Masked,
241500,Birchville-Brown Owl,Hutt Valley,"3,049",Masked,"2,855",>950,936,,,Masked,
241600,Poets Block,Hutt Valley,"2,046",Masked,Masked,>950,>950,,,Masked,
241700,Brentwood (Upper Hutt City),Hutt Valley,"1,938",Masked,"1,839",>950,949,,,Masked,
241800,Silverstream (Upper Hutt City),Hutt Valley,"3,098",Masked,Masked,>950,>950,,,Masked,
241900,Elderslea,Hutt Valley,"2,944","2,776","2,705",943,919,,,Masked,
242000,Trentham North,Hutt Valley,"2,866",Masked,"2,657",>950,927,,,Masked,
242100,Totara Park,Hutt Valley,"2,368",Masked,Masked,>950,>950,,,Masked,
242200,Trentham South,Hutt Valley,"1,419",Masked,Masked,>950,>950,,,Masked,
242300,Mangaroa,Hutt Valley,"1,765",Masked,Masked,>950,>950,,,Masked,
242400,Ebdentown,Hutt Valley,"2,158",Masked,"2,031",>950,941,,,Masked,
242500,Wallaceville,Hutt Valley,"2,052",Masked,Masked,>950,>950,,,Masked,
242600,Maoribank,Hutt Valley,"2,721",Masked,"2,518",>950,925,,,Masked,
242700,Te Marua,Hutt Valley,840,785,766,935,912,,,Masked,
242800,Pinehaven,Hutt Valley,"1,631",Masked,Masked,>950,>950,,,Masked,
242900,Clouston Park,Hutt Valley,"1,954",Masked,"1,840",>950,942,,,Masked,
243000,Upper Hutt Central,Hutt Valley,539,Masked,512,>950,950,,,Masked,
243100,Belmont Park,Hutt Valley,291,Masked,Masked,>950,>950,,,Masked,
243200,Maungaraki,Hutt Valley,"3,345",Masked,Masked,>950,>950,,,Masked,
243300,Korokoro,Hutt Valley,"1,213",Masked,Masked,>950,>950,,,Masked,
243400,Kelson,Hutt Valley,"2,363",Masked,Masked,>950,>950,,,Masked,
243500,Normandale,Hutt Valley,"1,773",Masked,Masked,>950,>950,,,Masked,
243600,Belmont (Lower Hutt City),Hutt Valley,"2,308",Masked,Masked,>950,>950,,,Masked,
243700,Petone Central,Hutt Valley,824,Masked,Masked,>950,>950,,,Masked,
243800,Tirohanga,Hutt Valley,"1,105","1,043","1,033",944,935,,,Masked,
243900,Manor Park,Hutt Valley,442,Masked,Masked,>950,>950,,,Masked,
244000,Alicetown-Melling,Hutt Valley,"2,324",Masked,Masked,>950,>950,,,Masked,
244100,Taita North,Hutt Valley,"2,623","2,469","2,371",941,904,,,Masked,
244200,Boulcott,Hutt Valley,"2,377",Masked,Masked,>950,>950,,,Masked,
244300,Hutt Central North,Hutt Valley,947,Masked,Masked,>950,>950,,,Masked,
244400,Avalon West,Hutt Valley,"2,464",Masked,Masked,>950,>950,,,Masked,
244500,Stokes Valley Central,Hutt Valley,"1,806","1,681","1,639",931,908,,,Masked,
244600,Taita South,Hutt Valley,"2,572","2,339","2,236",909,869,,,Masked,
244700,Petone East,Hutt Valley,"3,534",Masked,Masked,>950,>950,,,Masked,
244800,Hutt Central South,Hutt Valley,"2,971",Masked,Masked,>950,>950,,,Masked,
244900,Stokes Valley North,Hutt Valley,"3,013","2,851","2,797",946,928,,,Masked,
245000,Petone Esplanade,Hutt Valley,"2,232",Masked,Masked,>950,>950,,,Masked,
245100,Epuni West,Hutt Valley,"2,823",Masked,Masked,>950,>950,,,Masked,
245200,Avalon East,Hutt Valley,"2,111",Masked,"1,962",>950,929,,,Masked,
245300,Woburn,Hutt Valley,"1,561",Masked,Masked,>950,>950,,,Masked,
245400,Naenae Central,Hutt Valley,"2,885",Masked,"2,648",>950,918,,,Masked,
245500,Waterloo West,Hutt Valley,"2,073",Masked,Masked,>950,>950,,,Masked,
245600,Epuni East,Hutt Valley,"2,549",Masked,"2,418",>950,949,,,Masked,
245700,Gracefield,Hutt Valley,143,Masked,134,>950,937,,,Masked,
245800,Moera,Hutt Valley,"1,421",Masked,"1,345",>950,947,,,Masked,
245900,Delaney,Hutt Valley,"2,145","1,976","1,885",921,879,,,Masked,
246000,Waiwhetu,Hutt Valley,"3,766",Masked,"3,572",>950,948,,,Masked,
246100,Waterloo East,Hutt Valley,"2,710",Masked,"2,531",>950,934,,,Masked,
246200,Naenae North,Hutt Valley,"2,125","1,978","1,902",931,895,,,Masked,
246300,Manuka,Hutt Valley,"1,591","1,498","1,474",942,926,,,Masked,
246400,Naenae South,Hutt Valley,"2,167","2,032","1,945",938,898,,,Masked,
246600,Arakura,Hutt Valley,"2,288","2,136","2,073",934,906,,,Masked,
246700,Eastern Bays ,Hutt Valley,"1,870",Masked,Masked,>950,>950,,,Masked,
246800,Pencarrow,Hutt Valley,581,525,514,904,885,,,Masked,
246900,Wainuiomata West,Hutt Valley,"3,117",Masked,"2,888",>950,927,,,Masked,
247000,Glendale,Hutt Valley,"3,432","3,215","3,103",937,904,,,Masked,
247100,Wainuiomata Central,Hutt Valley,"1,546","1,459","1,420",944,918,,,Masked,
247200,Eastbourne,Hutt Valley,"2,424",Masked,Masked,>950,>950,,,Masked,
247300,Homedale East,Hutt Valley,"2,561","2,424","2,337",947,913,,,Masked,
247400,Homedale West,Hutt Valley,"2,247","2,084","1,992",927,887,,,Masked,
247500,Makara-Ohariu,Capital and Coast,918,Masked,865,>950,942,,,Masked,
247600,Tawa North,Capital and Coast,"2,655",Masked,Masked,>950,>950,,,Masked,
247700,Linden,Capital and Coast,"2,706",Masked,Masked,>950,>950,,,Masked,
247800,Tawa South,Capital and Coast,"2,981",Masked,Masked,>950,>950,,,Masked,
247900,Tawa Central,Capital and Coast,"2,378",Masked,Masked,>950,>950,,,Masked,
248000,Grenada North,Capital and Coast,"2,132",Masked,Masked,>950,>950,,,Masked,
248100,Churton Park North,Capital and Coast,"3,930",Masked,Masked,>950,>950,,,Masked,
248200,Takapu-Horokiwi,Capital and Coast,245,Masked,Masked,>950,>950,,,Masked,
