SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
189600,Waitahanui,Lakes,Maori,311,246,213,791,685,,,Masked,
189700,Turangi,Lakes,Maori,"1,707","1,408","1,264",825,740,,,Masked,
190100,Waiau,Bay of Plenty,Maori,80,65,57,812,712,,,Masked,
190200,Waihi Beach-Bowentown,Bay of Plenty,Maori,218,187,175,858,803,,,Masked,
190300,Tahawai,Bay of Plenty,Maori,159,108,101,679,635,,,Masked,
190400,Athenree,Bay of Plenty,Maori,80,62,57,775,712,,,Masked,
190500,Aongatete,Bay of Plenty,Maori,273,234,214,857,784,,,Masked,
190500,Aongatete,Bay of Plenty,Pacific Peoples,79,Masked,Masked,>950,>950,,,Masked,
190600,Katikati,Bay of Plenty,Maori,428,348,321,813,750,,,Masked,
190600,Katikati,Bay of Plenty,Pacific Peoples,161,Masked,Masked,>950,>950,,,Masked,
190800,Matakana Island,Bay of Plenty,Maori,137,112,106,818,774,,,Masked,
190900,Pahoia,Bay of Plenty,Maori,220,189,178,859,809,,,Masked,
191000,Omokoroa,Bay of Plenty,Maori,203,Masked,183,>950,901,,,Masked,
191100,Omokoroa Rural,Bay of Plenty,Maori,92,Masked,Masked,>950,>950,,,Masked,
191200,Te Puna,Bay of Plenty,Maori,557,457,439,820,788,,,Masked,
191300,Minden,Bay of Plenty,Maori,187,165,156,882,834,,,Masked,
191400,Kaimai,Bay of Plenty,Maori,200,162,148,810,740,,,Masked,
191500,Kopurererua,Bay of Plenty,Maori,96,79,76,823,792,,,Masked,
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Maori,247,197,186,798,753,,,Masked,
191700,Waiorohi,Bay of Plenty,Maori,296,238,220,804,743,,,Masked,
191800,Otawa,Bay of Plenty,Maori,185,152,142,822,768,,,Masked,
191900,Te Puke West,Bay of Plenty,Maori,874,698,629,799,720,,,Masked,
191900,Te Puke West,Bay of Plenty,Pacific Peoples,96,Masked,Masked,>950,>950,,,Masked,
192000,Rangiuru,Bay of Plenty,Maori,664,534,494,804,744,,,Masked,
192000,Rangiuru,Bay of Plenty,Pacific Peoples,88,Masked,Masked,>950,>950,,,Masked,
192100,Te Puke East,Bay of Plenty,Maori,932,759,702,814,753,,,Masked,
192100,Te Puke East,Bay of Plenty,Pacific Peoples,139,Masked,Masked,>950,>950,,,Masked,
192300,Maketu,Bay of Plenty,Maori,686,541,503,789,733,,,Masked,
192400,Pukehina Beach,Bay of Plenty,Maori,143,122,113,853,790,,,Masked,
192500,Pongakawa,Bay of Plenty,Maori,541,422,384,780,710,,,Masked,
192500,Pongakawa,Bay of Plenty,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
192600,Matua North,Bay of Plenty,Maori,127,Masked,Masked,>950,>950,,,Masked,
192800,Mount Maunganui North,Bay of Plenty,Maori,316,283,266,896,842,,,Masked,
192900,Matua South,Bay of Plenty,Maori,186,164,156,882,839,,,Masked,
193000,Bethlehem North,Bay of Plenty,Maori,411,348,323,847,786,,,Masked,
193100,Bellevue,Bay of Plenty,Maori,510,466,437,914,857,,,Masked,
193100,Bellevue,Bay of Plenty,Pacific Peoples,57,54,51,947,895,,,Masked,
193200,Otumoetai North,Bay of Plenty,Maori,334,288,264,862,790,,,Masked,
193200,Otumoetai North,Bay of Plenty,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
193300,Otumoetai South,Bay of Plenty,Maori,280,Masked,263,>950,939,,,Masked,
193400,Brookfield West,Bay of Plenty,Maori,410,342,318,834,776,,,Masked,
193400,Brookfield West,Bay of Plenty,Pacific Peoples,60,Masked,56,>950,933,,,Masked,
193500,Bethlehem Central,Bay of Plenty,Maori,163,146,144,896,883,,,Masked,
193600,Brookfield East,Bay of Plenty,Maori,392,329,302,839,770,,,Masked,
193600,Brookfield East,Bay of Plenty,Pacific Peoples,52,Masked,46,>950,885,,,Masked,
193700,Mount Maunganui South,Bay of Plenty,Maori,206,Masked,191,>950,927,,,Masked,
193800,Tauranga Central,Bay of Plenty,Maori,251,208,194,829,773,,,Masked,
193900,Mount Maunganui Central,Bay of Plenty,Maori,62,50,47,806,758,,,Masked,
194000,Judea,Bay of Plenty,Maori,440,359,325,816,739,,,Masked,
194000,Judea,Bay of Plenty,Pacific Peoples,53,Masked,Masked,>950,>950,,,Masked,
194100,Te Reti,Bay of Plenty,Maori,342,285,269,833,787,,,Masked,
194200,Bethlehem South,Bay of Plenty,Maori,67,Masked,Masked,>950,>950,,,Masked,
194300,Omanu Beach,Bay of Plenty,Maori,227,197,183,868,806,,,Masked,
194400,Tauranga Hospital,Bay of Plenty,Maori,428,336,282,785,659,,,Masked,
194400,Tauranga Hospital,Bay of Plenty,Pacific Peoples,83,Masked,Masked,>950,>950,,,Masked,
194600,Gate Pa,Bay of Plenty,Maori,866,713,644,823,744,,,Masked,
194600,Gate Pa,Bay of Plenty,Pacific Peoples,184,174,162,946,880,,,Masked,
194700,Greerton South,Bay of Plenty,Maori,110,99,85,900,773,,,Masked,
194800,Tauranga South,Bay of Plenty,Maori,678,566,532,835,785,,,Masked,
194800,Tauranga South,Bay of Plenty,Pacific Peoples,103,83,82,806,796,,,Masked,
194900,Arataki North,Bay of Plenty,Maori,405,382,361,943,891,,,Masked,
194900,Arataki North,Bay of Plenty,Pacific Peoples,51,Masked,Masked,>950,>950,,,Masked,
195000,Matapihi,Bay of Plenty,Maori,486,427,399,879,821,,,Masked,
195100,Pyes Pa West,Bay of Plenty,Maori,349,322,311,923,891,,,Masked,
195100,Pyes Pa West,Bay of Plenty,Pacific Peoples,69,Masked,Masked,>950,>950,,,Masked,
195200,Greerton North,Bay of Plenty,Maori,554,462,428,834,773,,,Masked,
195200,Greerton North,Bay of Plenty,Pacific Peoples,64,Masked,Masked,>950,>950,,,Masked,
195300,Yatton Park,Bay of Plenty,Maori,767,628,548,819,714,,,Masked,
195300,Yatton Park,Bay of Plenty,Pacific Peoples,151,Masked,129,>950,854,,,Masked,
195400,Pyes Pa North,Bay of Plenty,Maori,395,350,324,886,820,,,Masked,
195400,Pyes Pa North,Bay of Plenty,Pacific Peoples,78,Masked,Masked,>950,>950,,,Masked,
195500,Arataki South,Bay of Plenty,Maori,484,430,400,888,826,,,Masked,
195500,Arataki South,Bay of Plenty,Pacific Peoples,51,46,45,902,882,,,Masked,
195600,Pyes Pa South,Bay of Plenty,Maori,95,Masked,88,>950,926,,,Masked,
195700,Poike,Bay of Plenty,Maori,213,172,156,808,732,,,Masked,
195800,Te Maunga North,Bay of Plenty,Maori,552,447,405,810,734,,,Masked,
195800,Te Maunga North,Bay of Plenty,Pacific Peoples,47,Masked,40,>950,851,,,Masked,
195900,Maungatapu,Bay of Plenty,Maori,524,474,451,905,861,,,Masked,
195900,Maungatapu,Bay of Plenty,Pacific Peoples,46,40,40,870,870,,,Masked,
196000,Hairini,Bay of Plenty,Maori,646,565,513,875,794,,,Masked,
196100,Pyes Pa East,Bay of Plenty,Maori,141,112,100,794,709,,,Masked,
196200,Te Maunga South,Bay of Plenty,Maori,410,373,351,910,856,,,Masked,
196200,Te Maunga South,Bay of Plenty,Pacific Peoples,51,Masked,Masked,>950,>950,,,Masked,
196300,Kaitemako (Tauranga City),Bay of Plenty,Maori,250,212,196,848,784,,,Masked,
196400,Ohauiti,Bay of Plenty,Maori,246,218,207,886,841,,,Masked,
196500,Baypark-Kairua,Bay of Plenty,Maori,298,238,223,799,748,,,Masked,
196600,Welcome Bay West,Bay of Plenty,Maori,520,411,375,790,721,,,Masked,
196600,Welcome Bay West,Bay of Plenty,Pacific Peoples,49,40,39,816,796,,,Masked,
196700,Welcome Bay East,Bay of Plenty,Maori,493,406,380,824,771,,,Masked,
196700,Welcome Bay East,Bay of Plenty,Pacific Peoples,47,Masked,Masked,>950,>950,,,Masked,
196800,Pacific View,Bay of Plenty,Maori,255,232,218,910,855,,,Masked,
196900,Welcome Bay South,Bay of Plenty,Maori,405,346,312,854,770,,,Masked,
196900,Welcome Bay South,Bay of Plenty,Pacific Peoples,64,Masked,56,>950,875,,,Masked,
197000,Palm Beach North,Bay of Plenty,Maori,584,508,469,870,803,,,Masked,
197000,Palm Beach North,Bay of Plenty,Pacific Peoples,59,50,45,847,763,,,Masked,
197100,Palm Beach South-Gravatt,Bay of Plenty,Maori,318,283,269,890,846,,,Masked,
197200,Papamoa Beach North,Bay of Plenty,Maori,425,346,328,814,772,,,Masked,
197200,Papamoa Beach North,Bay of Plenty,Pacific Peoples,45,Masked,40,>950,889,,,Masked,
197300,Doncaster,Bay of Plenty,Maori,412,367,330,891,801,,,Masked,
197300,Doncaster,Bay of Plenty,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
197400,Papamoa Beach South,Bay of Plenty,Maori,342,287,266,839,778,,,Masked,
197400,Papamoa Beach South,Bay of Plenty,Pacific Peoples,48,39,36,812,750,,,Masked,
197500,Motiti,Bay of Plenty,Maori,344,307,294,892,855,,,Masked,
197600,Wairakei ,Bay of Plenty,Maori,752,686,626,912,832,,,Masked,
197600,Wairakei ,Bay of Plenty,Pacific Peoples,149,135,124,906,832,,,Masked,
197700,Tui Ridge,Lakes,Maori,195,184,177,944,908,,,Masked,
197900,Ngongotaha Valley,Lakes,Maori,335,293,276,875,824,,,Masked,
198000,Hamurana,Lakes,Maori,136,126,119,926,875,,,Masked,
198100,Ngongotaha East,Lakes,Maori,746,652,603,874,808,,,Masked,
198200,Ngongotaha West,Lakes,Maori,383,320,293,836,765,,,Masked,
198400,Ngongotaha South,Lakes,Maori,429,370,357,862,832,,,Masked,
198500,Selwyn Heights,Lakes,Maori,487,412,388,846,797,,,Masked,
198500,Selwyn Heights,Lakes,Pacific Peoples,49,46,43,939,878,,,Masked,
198600,Pleasant Heights,Lakes,Maori,955,827,744,866,779,,,Masked,
198600,Pleasant Heights,Lakes,Pacific Peoples,88,76,71,864,807,,,Masked,
198700,Rotoiti-Rotoehu,Lakes,Maori,869,732,676,842,778,,,Masked,
198800,Kawaha,Lakes,Maori,471,413,387,877,822,,,Masked,
198800,Kawaha,Lakes,Pacific Peoples,52,Masked,48,>950,923,,,Masked,
198900,Fairy Springs,Lakes,Maori,650,573,538,882,828,,,Masked,
198900,Fairy Springs,Lakes,Pacific Peoples,67,57,53,851,791,,,Masked,
199000,Western Heights (Rotorua District),Lakes,Maori,"1,151",918,826,798,718,,,Masked,
199000,Western Heights (Rotorua District),Lakes,Pacific Peoples,89,Masked,76,>950,854,,,Masked,
199100,Pukehangi North,Lakes,Maori,"1,163",948,858,815,738,,,Masked,
199100,Pukehangi North,Lakes,Pacific Peoples,76,71,68,934,895,,,Masked,
199200,Pukehangi South,Lakes,Maori,479,432,412,902,860,,,Masked,
199200,Pukehangi South,Lakes,Pacific Peoples,48,43,42,896,875,,,Masked,
199400,Koutu,Lakes,Maori,"1,163","1,008",931,867,801,,,Masked,
199400,Koutu,Lakes,Pacific Peoples,64,53,47,828,734,,,Masked,
199500,Mangakakahi West,Lakes,Maori,789,699,641,886,812,,,Masked,
199500,Mangakakahi West,Lakes,Pacific Peoples,81,Masked,73,>950,901,,,Masked,
199600,Sunnybrook,Lakes,Maori,459,412,392,898,854,,,Masked,
199700,Fordlands,Lakes,Maori,"1,262","1,077",938,853,743,,,Masked,
199700,Fordlands,Lakes,Pacific Peoples,153,Masked,138,>950,902,,,Masked,
199800,Kuirau,Lakes,Maori,502,430,392,857,781,,,Masked,
199900,Utuhina,Lakes,Maori,415,394,375,949,904,,,Masked,
199900,Utuhina,Lakes,Pacific Peoples,76,62,61,816,803,,,Masked,
2e+05,Pomare,Lakes,Maori,313,290,269,927,859,,,Masked,
2e+05,Pomare,Lakes,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
200100,Rotorua Central,Lakes,Maori,175,134,120,766,686,,,Masked,
200200,Hillcrest (Rotorua District),Lakes,Maori,536,464,430,866,802,,,Masked,
200200,Hillcrest (Rotorua District),Lakes,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
200300,Victoria,Lakes,Maori,587,496,456,845,777,,,Masked,
200300,Victoria,Lakes,Pacific Peoples,79,67,61,848,772,,,Masked,
200400,Waiohewa,Lakes,Maori,253,231,220,913,870,,,Masked,
200500,Glenholme North,Lakes,Maori,888,717,653,807,735,,,Masked,
200500,Glenholme North,Lakes,Pacific Peoples,98,89,86,908,878,,,Masked,
200600,Springfield South,Lakes,Maori,288,260,252,903,875,,,Masked,
200700,Springfield North,Lakes,Maori,273,253,248,927,908,,,Masked,
200800,Glenholme South,Lakes,Maori,346,320,298,925,861,,,Masked,
200800,Glenholme South,Lakes,Pacific Peoples,45,42,41,933,911,,,Masked,
200900,Owhata West,Lakes,Maori,"1,079",905,836,839,775,,,Masked,
200900,Owhata West,Lakes,Pacific Peoples,47,Masked,44,>950,936,,,Masked,
201000,Holdens Bay-Rotokawa,Lakes,Maori,404,351,325,869,804,,,Masked,
201100,Ngapuna,Lakes,Maori,260,237,225,912,865,,,Masked,
201200,Fenton Park,Lakes,Maori,498,434,403,871,809,,,Masked,
201200,Fenton Park,Lakes,Pacific Peoples,44,Masked,Masked,>950,>950,,,Masked,
201300,Tihiotonga-Whakarewarewa,Lakes,Maori,257,223,210,868,817,,,Masked,
201400,Owhata East,Lakes,Maori,954,846,800,887,839,,,Masked,
201400,Owhata East,Lakes,Pacific Peoples,60,Masked,56,>950,933,,,Masked,
201500,Lynmore,Lakes,Maori,353,Masked,335,>950,949,,,Masked,
201600,Ngakuru,Lakes,Maori,216,188,180,870,833,,,Masked,
201700,Kaingaroa-Whakarewarewa,Lakes,Maori,435,321,293,738,674,,,Masked,
201800,Golden Springs,Lakes,Maori,316,276,258,873,816,,,Masked,
201900,Manawahe,Bay of Plenty,Maori,205,168,153,820,746,,,Masked,
202000,Matata-Otakiri,Bay of Plenty,Maori,469,393,377,838,804,,,Masked,
202100,Onepu Spring,Bay of Plenty,Maori,389,330,303,848,779,,,Masked,
202200,Edgecumbe,Bay of Plenty,Maori,636,557,510,876,802,,,Masked,
202300,Thornton-Awakeri,Bay of Plenty,Maori,623,528,500,848,803,,,Masked,
202400,Te Teko Lakes,Bay of Plenty,Maori,"1,125",947,868,842,772,,,Masked,
202500,Coastlands,Bay of Plenty,Maori,633,544,509,859,804,,,Masked,
202600,Whakatane West,Bay of Plenty,Maori,"1,313","1,069",966,814,736,,,Masked,
202600,Whakatane West,Bay of Plenty,Pacific Peoples,52,47,43,904,827,,,Masked,
202700,Whakatane Central,Bay of Plenty,Maori,"1,097",931,859,849,783,,,Masked,
202700,Whakatane Central,Bay of Plenty,Pacific Peoples,56,48,47,857,839,,,Masked,
202800,Trident,Bay of Plenty,Maori,"1,178",926,815,786,692,,,Masked,
202800,Trident,Bay of Plenty,Pacific Peoples,45,Masked,Masked,>950,>950,,,Masked,
202900,Allandale,Bay of Plenty,Maori,773,627,589,811,762,,,Masked,
203000,Mokorua Bush,Bay of Plenty,Maori,145,136,133,938,917,,,Masked,
203100,Wainui ,Bay of Plenty,Maori,733,556,505,759,689,,,Masked,
203200,Ohope,Bay of Plenty,Maori,339,298,285,879,841,,,Masked,
203400,Galatea,Bay of Plenty,Maori,536,418,377,780,703,,,Masked,
203500,Waingarara-Waimana,Bay of Plenty,Maori,"1,471","1,144","1,018",778,692,,,Masked,
203600,Murupara,Bay of Plenty,Maori,"1,239",848,746,684,602,,,Masked,
203700,Monika Reserve,Bay of Plenty,Maori,"1,449","1,255","1,171",866,808,,,Masked,
203900,Tarawera Park,Bay of Plenty,Maori,"2,005","1,667","1,484",831,740,,,Masked,
203900,Tarawera Park,Bay of Plenty,Pacific Peoples,57,50,44,877,772,,,Masked,
204100,Waiotahi,Bay of Plenty,Maori,483,409,379,847,785,,,Masked,
204200,Cape Runaway,Bay of Plenty,Maori,894,Masked,822,>950,919,,,Masked,
204300,Woodlands,Bay of Plenty,Maori,327,285,272,872,832,,,Masked,
204400,Opotiki,Bay of Plenty,Maori,"2,140","1,673","1,467",782,686,,,Masked,
204400,Opotiki,Bay of Plenty,Pacific Peoples,74,Masked,Masked,>950,>950,,,Masked,
204500,Otara-Tirohanga ,Bay of Plenty,Maori,503,378,341,751,678,,,Masked,
204600,Oponae,Bay of Plenty,Maori,130,99,86,762,662,,,Masked,
204700,East Cape,Tairawhiti,Maori,993,866,810,872,816,,,Masked,
204800,Waipaoa,Tairawhiti,Maori,879,720,658,819,749,,,Masked,
204900,Ruatoria-Raukumara,Tairawhiti,Maori,928,787,732,848,789,,,Masked,
205000,Tokomaru,Tairawhiti,Maori,668,582,556,871,832,,,Masked,
205100,Hangaroa,Tairawhiti,Maori,432,371,344,859,796,,,Masked,
205200,Wharekaka,Tairawhiti,Maori,926,846,788,914,851,,,Masked,
205300,Te Arai,Tairawhiti,Maori,549,494,461,900,840,,,Masked,
205400,Hexton,Tairawhiti,Maori,504,455,421,903,835,,,Masked,
205400,Hexton,Tairawhiti,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
205500,Lytton,Tairawhiti,Maori,225,201,183,893,813,,,Masked,
205600,Makaraka-Awapuni,Tairawhiti,Maori,342,288,267,842,781,,,Masked,
205600,Makaraka-Awapuni,Tairawhiti,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
205700,Riverdale,Tairawhiti,Maori,395,358,338,906,856,,,Masked,
205800,Te Hapara North,Tairawhiti,Maori,650,579,539,891,829,,,Masked,
205800,Te Hapara North,Tairawhiti,Pacific Peoples,52,Masked,Masked,>950,>950,,,Masked,
205900,Mangapapa North,Tairawhiti,Maori,522,475,439,910,841,,,Masked,
206000,Elgin,Tairawhiti,Maori,"1,433","1,230","1,097",858,766,,,Masked,
206000,Elgin,Tairawhiti,Pacific Peoples,86,Masked,Masked,>950,>950,,,Masked,
206100,Te Hapara South,Tairawhiti,Maori,952,826,738,868,775,,,Masked,
206100,Te Hapara South,Tairawhiti,Pacific Peoples,76,Masked,Masked,>950,>950,,,Masked,
206200,Mangapapa East,Tairawhiti,Maori,355,312,292,879,823,,,Masked,
206300,Mangapapa South,Tairawhiti,Maori,747,668,616,894,825,,,Masked,
206300,Mangapapa South,Tairawhiti,Pacific Peoples,47,Masked,43,>950,915,,,Masked,
206400,Te Hapara East,Tairawhiti,Maori,710,651,612,917,862,,,Masked,
206400,Te Hapara East,Tairawhiti,Pacific Peoples,53,Masked,48,>950,906,,,Masked,
206500,Centennial Crescent,Tairawhiti,Maori,725,650,594,897,819,,,Masked,
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,47,Masked,Masked,>950,>950,,,Masked,
206600,Whataupoko East,Tairawhiti,Maori,292,Masked,270,>950,925,,,Masked,
206700,Whataupoko West,Tairawhiti,Maori,437,408,397,934,908,,,Masked,
206800,Gisborne Central,Tairawhiti,Maori,108,90,83,833,769,,,Masked,
206900,Kaiti North,Tairawhiti,Maori,703,631,610,898,868,,,Masked,
207000,Kaiti South,Tairawhiti,Maori,"1,684","1,472","1,333",874,792,,,Masked,
207000,Kaiti South,Tairawhiti,Pacific Peoples,167,Masked,Masked,>950,>950,,,Masked,
207100,Outer Kaiti,Tairawhiti,Maori,"1,619","1,392","1,261",860,779,,,Masked,
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,82,Masked,Masked,>950,>950,,,Masked,
207200,Tamarau,Tairawhiti,Maori,"1,473","1,294","1,174",878,797,,,Masked,
207200,Tamarau,Tairawhiti,Pacific Peoples,51,Masked,46,>950,902,,,Masked,
207300,Wainui-Okitu,Tairawhiti,Maori,232,206,201,888,866,,,Masked,
207400,Maungataniwha-Raupunga,Hawke's Bay,Maori,489,373,336,763,687,,,Masked,
207600,Frasertown-Ruakituri,Hawke's Bay,Maori,256,232,210,906,820,,,Masked,
207700,Whakaki,Hawke's Bay,Maori,399,374,358,937,897,,,Masked,
207800,Wairoa,Hawke's Bay,Maori,"2,491","2,094","1,932",841,776,,,Masked,
207800,Wairoa,Hawke's Bay,Pacific Peoples,52,Masked,49,>950,942,,,Masked,
207900,Mahia,Hawke's Bay,Maori,537,472,449,879,836,,,Masked,
208000,Puketitiri-Tutira,Hawke's Bay,Maori,302,270,236,894,781,,,Masked,
208100,Sherenden-Crownthorpe,Hawke's Bay,Maori,85,Masked,78,>950,918,,,Masked,
208200,Maraekakaho,Hawke's Bay,Maori,114,105,102,921,895,,,Masked,
208300,Puketapu-Eskdale,Hawke's Bay,Maori,280,247,233,882,832,,,Masked,
208400,Omahu-Pakowhai,Hawke's Bay,Maori,476,409,371,859,779,,,Masked,
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,55,Masked,Masked,>950,>950,,,Masked,
208500,Bridge Pa,Hawke's Bay,Maori,528,463,421,877,797,,,Masked,
208600,Twyford,Hawke's Bay,Maori,114,Masked,Masked,>950,>950,,,Masked,
208700,Poukawa,Hawke's Bay,Maori,257,234,218,911,848,,,Masked,
208800,Flaxmere West,Hawke's Bay,Maori,"1,232","1,068",945,867,767,,,Masked,
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,484,Masked,433,>950,895,,,Masked,
209000,Lochain Park,Hawke's Bay,Maori,"1,341","1,092",974,814,726,,,Masked,
209000,Lochain Park,Hawke's Bay,Pacific Peoples,419,Masked,381,>950,909,,,Masked,
209100,Flaxmere Park,Hawke's Bay,Maori,"1,182","1,032",958,873,810,,,Masked,
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,304,Masked,Masked,>950,>950,,,Masked,
209200,Flaxmere South,Hawke's Bay,Maori,"1,242","1,059",941,853,758,,,Masked,
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,386,Masked,343,>950,889,,,Masked,
209400,Frimley,Hawke's Bay,Maori,301,269,251,894,834,,,Masked,
209400,Frimley,Hawke's Bay,Pacific Peoples,72,Masked,Masked,>950,>950,,,Masked,
209500,Camberley,Hawke's Bay,Maori,942,807,712,857,756,,,Masked,
209500,Camberley,Hawke's Bay,Pacific Peoples,296,280,262,946,885,,,Masked,
209600,Clive,Hawke's Bay,Maori,356,308,294,865,826,,,Masked,
209600,Clive,Hawke's Bay,Pacific Peoples,42,Masked,Masked,>950,>950,,,Masked,
209700,St Leonards,Hawke's Bay,Maori,479,418,384,873,802,,,Masked,
209700,St Leonards,Hawke's Bay,Pacific Peoples,110,100,93,909,845,,,Masked,
209800,Mahora,Hawke's Bay,Maori,429,374,342,872,797,,,Masked,
209800,Mahora,Hawke's Bay,Pacific Peoples,123,114,109,927,886,,,Masked,
209900,Raureka,Hawke's Bay,Maori,708,621,556,877,785,,,Masked,
209900,Raureka,Hawke's Bay,Pacific Peoples,202,Masked,Masked,>950,>950,,,Masked,
210000,Cornwall Park,Hawke's Bay,Maori,595,508,455,854,765,,,Masked,
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,110,104,97,945,882,,,Masked,
210100,Tomoana,Hawke's Bay,Maori,122,103,95,844,779,,,Masked,
210200,Longlands-Pukahu,Hawke's Bay,Maori,266,245,224,921,842,,,Masked,
210300,Raceway Park,Hawke's Bay,Maori,366,343,307,937,839,,,Masked,
210300,Raceway Park,Hawke's Bay,Pacific Peoples,83,Masked,Masked,>950,>950,,,Masked,
210400,Karamu,Hawke's Bay,Maori,403,363,348,901,864,,,Masked,
210500,Hastings Central,Hawke's Bay,Maori,101,86,81,851,802,,,Masked,
210600,Tomoana Crossing,Hawke's Bay,Maori,498,431,398,865,799,,,Masked,
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,73,Masked,Masked,>950,>950,,,Masked,
210700,Akina Park,Hawke's Bay,Maori,483,416,386,861,799,,,Masked,
210700,Akina Park,Hawke's Bay,Pacific Peoples,53,Masked,Masked,>950,>950,,,Masked,
210800,Queens Square,Hawke's Bay,Maori,328,305,289,930,881,,,Masked,
210800,Queens Square,Hawke's Bay,Pacific Peoples,47,Masked,43,>950,915,,,Masked,
210900,Mayfair,Hawke's Bay,Maori,873,740,674,848,772,,,Masked,
210900,Mayfair,Hawke's Bay,Pacific Peoples,128,Masked,Masked,>950,>950,,,Masked,
211000,Parkhaven,Hawke's Bay,Maori,536,491,447,916,834,,,Masked,
211000,Parkhaven,Hawke's Bay,Pacific Peoples,73,Masked,Masked,>950,>950,,,Masked,
211100,Parkvale,Hawke's Bay,Maori,273,254,242,930,886,,,Masked,
211200,Mangateretere,Hawke's Bay,Maori,96,84,78,875,812,,,Masked,
211300,Haumoana-Te Awanga,Hawke's Bay,Maori,254,229,215,902,846,,,Masked,
211400,Lucknow,Hawke's Bay,Maori,335,279,259,833,773,,,Masked,
211500,Karanema-St Hill,Hawke's Bay,Maori,100,92,90,920,900,,,Masked,
211700,Brookvale,Hawke's Bay,Maori,88,81,80,920,909,,,Masked,
211800,Iona,Hawke's Bay,Maori,144,Masked,129,>950,896,,,Masked,
211900,Hereworth,Hawke's Bay,Maori,105,99,96,943,914,,,Masked,
212100,Havelock Hills,Hawke's Bay,Maori,63,Masked,Masked,>950,>950,,,Masked,
212200,Kahuranaki,Hawke's Bay,Maori,218,196,186,899,853,,,Masked,
212300,Bay View,Hawke's Bay,Maori,287,261,240,909,836,,,Masked,
212400,Poraiti Hills,Hawke's Bay,Maori,53,Masked,Masked,>950,>950,,,Masked,
212500,Poraiti Flat,Hawke's Bay,Maori,88,Masked,Masked,>950,>950,,,Masked,
212600,Westshore,Hawke's Bay,Maori,149,134,126,899,846,,,Masked,
212900,Ahuriri,Hawke's Bay,Maori,107,86,80,804,748,,,Masked,
213000,Taradale West,Hawke's Bay,Maori,105,98,94,933,895,,,Masked,
213100,Greenmeadows West,Hawke's Bay,Maori,87,81,79,931,908,,,Masked,
213200,Taradale South,Hawke's Bay,Maori,232,196,192,845,828,,,Masked,
213300,Bluff Hill,Hawke's Bay,Maori,230,205,199,891,865,,,Masked,
213400,Hospital Hill,Hawke's Bay,Maori,255,226,211,886,827,,,Masked,
213500,Tamatea West,Hawke's Bay,Maori,353,303,286,858,810,,,Masked,
213500,Tamatea West,Hawke's Bay,Pacific Peoples,43,Masked,Masked,>950,>950,,,Masked,
213600,Tamatea North,Hawke's Bay,Maori,419,363,329,866,785,,,Masked,
213600,Tamatea North,Hawke's Bay,Pacific Peoples,42,36,35,857,833,,,Masked,
213700,Taradale Central,Hawke's Bay,Maori,270,251,239,930,885,,,Masked,
213800,Tamatea East,Hawke's Bay,Maori,352,315,289,895,821,,,Masked,
213900,Marewa West,Hawke's Bay,Maori,200,175,161,875,805,,,Masked,
214000,Greenmeadows Central,Hawke's Bay,Maori,116,Masked,Masked,>950,>950,,,Masked,
214100,Onekawa Central,Hawke's Bay,Maori,210,199,190,948,905,,,Masked,
214200,Pirimai West,Hawke's Bay,Maori,274,258,249,942,909,,,Masked,
214300,Napier Central,Hawke's Bay,Maori,138,129,118,935,855,,,Masked,
214400,Greenmeadows South,Hawke's Bay,Maori,318,290,269,912,846,,,Masked,
214500,Nelson Park,Hawke's Bay,Maori,306,273,250,892,817,,,Masked,
214500,Nelson Park,Hawke's Bay,Pacific Peoples,43,40,40,930,930,,,Masked,
214600,Bledisloe Park,Hawke's Bay,Maori,241,Masked,228,>950,946,,,Masked,
214700,Pirimai East,Hawke's Bay,Maori,445,422,393,948,883,,,Masked,
214700,Pirimai East,Hawke's Bay,Pacific Peoples,50,Masked,Masked,>950,>950,,,Masked,
214800,Onekawa East,Hawke's Bay,Maori,499,396,357,794,715,,,Masked,
214800,Onekawa East,Hawke's Bay,Pacific Peoples,79,Masked,Masked,>950,>950,,,Masked,
214900,Tareha Reserve,Hawke's Bay,Maori,354,327,310,924,876,,,Masked,
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,43,37,37,860,860,,,Masked,
