SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
215000,Marewa East,Hawke's Bay,Maori,"1,020",855,760,838,745,,,Masked,
215000,Marewa East,Hawke's Bay,Pacific Peoples,90,80,68,889,756,,,Masked,
215100,Onekawa South,Hawke's Bay,Maori,954,805,709,844,743,,,Masked,
215100,Onekawa South,Hawke's Bay,Pacific Peoples,120,113,110,942,917,,,Masked,
215200,McLean Park,Hawke's Bay,Maori,379,355,336,937,887,,,Masked,
215300,Maraenui,Hawke's Bay,Maori,"1,568","1,294","1,148",825,732,,,Masked,
215300,Maraenui,Hawke's Bay,Pacific Peoples,329,Masked,Masked,>950,>950,,,Masked,
215400,Meeanee-Awatoto,Hawke's Bay,Maori,349,320,309,917,885,,,Masked,
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,58,Masked,Masked,>950,>950,,,Masked,
215500,Mangaonuku,Hawke's Bay,Maori,121,Masked,114,>950,942,,,Masked,
215600,Makaretu,Hawke's Bay,Maori,334,304,286,910,856,,,Masked,
215700,Waipawa,Hawke's Bay,Maori,349,315,295,903,845,,,Masked,
215700,Waipawa,Hawke's Bay,Pacific Peoples,45,41,36,911,800,,,Masked,
215800,Waipukurau West,Hawke's Bay,Maori,507,460,410,907,809,,,Masked,
215900,Mangarara,Hawke's Bay,Maori,350,326,311,931,889,,,Masked,
216000,Waipukurau East,Hawke's Bay,Maori,369,338,308,916,835,,,Masked,
216100,Taurekaitai,Hawke's Bay,Maori,297,253,232,852,781,,,Masked,
216300,Spotswood,Taranaki,Maori,657,579,527,881,802,,,Masked,
216300,Spotswood,Taranaki,Pacific Peoples,72,63,60,875,833,,,Masked,
216400,Omata,Taranaki,Maori,51,Masked,48,>950,941,,,Masked,
216500,Oakura,Taranaki,Maori,83,78,75,940,904,,,Masked,
216600,Moturoa,Taranaki,Maori,230,204,185,887,804,,,Masked,
216700,Kaitake,Taranaki,Maori,146,118,110,808,753,,,Masked,
216800,Blagdon-Lynmouth,Taranaki,Maori,348,309,292,888,839,,,Masked,
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,55,Masked,Masked,>950,>950,,,Masked,
216900,Kawaroa,Taranaki,Maori,219,201,192,918,877,,,Masked,
217000,New Plymouth Central,Taranaki,Maori,144,121,113,840,785,,,Masked,
217100,Marfell,Taranaki,Maori,439,364,330,829,752,,,Masked,
217200,Whalers Gate,Taranaki,Maori,113,106,104,938,920,,,Masked,
217300,Strandon,Taranaki,Maori,179,155,150,866,838,,,Masked,
217400,Westown ,Taranaki,Maori,584,490,441,839,755,,,Masked,
217400,Westown ,Taranaki,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
217500,Bell Block West,Taranaki,Maori,520,450,419,865,806,,,Masked,
217500,Bell Block West,Taranaki,Pacific Peoples,77,68,63,883,818,,,Masked,
217600,Bell Block East,Taranaki,Maori,305,269,252,882,826,,,Masked,
217600,Bell Block East,Taranaki,Pacific Peoples,57,Masked,53,>950,930,,,Masked,
217800,Lower Vogeltown,Taranaki,Maori,299,255,246,853,823,,,Masked,
217800,Lower Vogeltown,Taranaki,Pacific Peoples,43,40,39,930,907,,,Masked,
217900,Hurdon,Taranaki,Maori,195,185,172,949,882,,,Masked,
218000,Frankleigh Park,Taranaki,Maori,250,228,209,912,836,,,Masked,
218100,Merrilands,Taranaki,Maori,317,269,247,849,779,,,Masked,
218100,Merrilands,Taranaki,Pacific Peoples,47,Masked,Masked,>950,>950,,,Masked,
218200,Ferndale,Taranaki,Maori,46,39,37,848,804,,,Masked,
218300,Welbourn,Taranaki,Maori,317,282,270,890,852,,,Masked,
218400,Fitzroy-Glen Avon,Taranaki,Maori,377,343,327,910,867,,,Masked,
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,48,Masked,Masked,>950,>950,,,Masked,
218500,Waitara West,Taranaki,Maori,"1,250",973,877,778,702,,,Masked,
218500,Waitara West,Taranaki,Pacific Peoples,63,Masked,58,>950,921,,,Masked,
218600,Upper Vogeltown,Taranaki,Maori,208,177,170,851,817,,,Masked,
218700,Highlands Park (New Plymouth District),Taranaki,Maori,152,Masked,Masked,>950,>950,,,Masked,
218800,Paraite,Taranaki,Maori,63,Masked,Masked,>950,>950,,,Masked,
218900,Waitara East,Taranaki,Maori,909,740,688,814,757,,,Masked,
218900,Waitara East,Taranaki,Pacific Peoples,50,Masked,44,>950,880,,,Masked,
219000,Lepperton-Brixton,Taranaki,Maori,207,186,173,899,836,,,Masked,
219100,Mangorei,Taranaki,Maori,74,53,50,716,676,,,Masked,
219200,Mount Messenger,Taranaki,Maori,102,83,72,814,706,,,Masked,
219300,Mangaoraka,Taranaki,Maori,88,Masked,83,>950,943,,,Masked,
219400,Tikorangi,Taranaki,Maori,256,204,189,797,738,,,Masked,
219500,Everett Park,Taranaki,Maori,135,Masked,127,>950,941,,,Masked,
219600,Inglewood,Taranaki,Maori,296,274,253,926,855,,,Masked,
219700,Tarata,Taranaki,Maori,42,Masked,38,>950,905,,,Masked,
219800,Pembroke,Taranaki,Maori,84,64,61,762,726,,,Masked,
220000,Toko,Taranaki,Maori,53,41,33,774,623,,,Masked,
220100,Stratford North,Taranaki,Maori,161,138,131,857,814,,,Masked,
220300,Stratford Central,Taranaki,Maori,214,175,159,818,743,,,Masked,
220400,Stratford South,Taranaki,Maori,203,167,156,823,768,,,Masked,
220500,Cape Egmont,Taranaki,Maori,376,310,284,824,755,,,Masked,
220600,Taungatara,Taranaki,Maori,120,95,88,792,733,,,Masked,
220700,Opunake,Taranaki,Maori,349,313,291,897,834,,,Masked,
220800,Kaponga-Mangatoki,Taranaki,Maori,124,98,87,790,702,,,Masked,
220900,Manaia-Kapuni,Taranaki,Maori,382,328,306,859,801,,,Masked,
221000,Eltham,Taranaki,Maori,351,297,273,846,778,,,Masked,
221100,Okaiawa,Taranaki,Maori,195,165,150,846,769,,,Masked,
221200,Te Roti-Moeroa,Taranaki,Maori,60,51,47,850,783,,,Masked,
221300,Egmont Showgrounds,Taranaki,Maori,215,200,191,930,888,,,Masked,
221400,Normanby-Tawhiti,Taranaki,Maori,345,309,292,896,846,,,Masked,
221500,Ohangai,Taranaki,Maori,64,49,45,766,703,,,Masked,
221600,Turuturu,Taranaki,Maori,348,322,304,925,874,,,Masked,
221700,King Edward Park,Taranaki,Maori,293,244,227,833,775,,,Masked,
221800,Ramanui,Taranaki,Maori,387,340,314,879,811,,,Masked,
221900,Hawera Central,Taranaki,Maori,449,398,374,886,833,,,Masked,
222000,Mangawhio,Taranaki,Maori,68,58,55,853,809,,,Masked,
222100,Manutahi-Waitotora,Taranaki,Maori,382,329,308,861,806,,,Masked,
222200,Patea,Taranaki,Maori,464,424,396,914,853,,,Masked,
222300,Otangiwai-Ohura,Waikato,Maori,199,136,115,683,578,,,Masked,
222400,Ngapuke,Waikato,Maori,348,259,234,744,672,,,Masked,
222500,Taumarunui North,Waikato,Maori,569,473,411,831,722,,,Masked,
222600,Taumarunui Central,Waikato,Maori,543,484,434,891,799,,,Masked,
222700,Taumarunui East,Waikato,Maori,733,558,485,761,662,,,Masked,
222800,National Park,Waikato,Maori,132,116,103,879,780,,,Masked,
222900,Tangiwai,Whanganui,Maori,324,258,245,796,756,,,Masked,
223000,Raetihi,Whanganui,Maori,525,414,378,789,720,,,Masked,
223100,Ohakune,Whanganui,Maori,258,225,212,872,822,,,Masked,
223200,Waiouru,Whanganui,Maori,174,Masked,152,>950,874,Waiouru,Pfizer Booster Plan,Masked,1000.0
223300,Upper Whanganui,Whanganui,Maori,351,309,289,880,823,,,Masked,
223400,Mowhanau,Whanganui,Maori,128,106,105,828,820,,,Masked,
223500,Brunswick-Papaiti,Whanganui,Maori,92,84,81,913,880,,,Masked,
223600,Castlecliff West,Whanganui,Maori,465,362,328,778,705,,,Masked,
223700,Otamatea (Whanganui District),Whanganui,Maori,85,Masked,77,>950,906,,,Masked,
223800,Castlecliff East,Whanganui,Maori,667,521,484,781,726,,,Masked,
223800,Castlecliff East,Whanganui,Pacific Peoples,65,60,54,923,831,,,Masked,
224000,Lower Aramoho,Whanganui,Maori,475,404,367,851,773,,,Masked,
224100,St Johns Hill East,Whanganui,Maori,81,74,73,914,901,,,Masked,
224200,St Johns Hill West,Whanganui,Maori,212,189,177,892,835,,,Masked,
224300,Titoki,Whanganui,Maori,914,775,698,848,764,,,Masked,
224300,Titoki,Whanganui,Pacific Peoples,102,89,87,873,853,,,Masked,
224400,Springvale West,Whanganui,Maori,191,172,162,901,848,,,Masked,
224400,Springvale West,Whanganui,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
224500,Springvale East,Whanganui,Maori,152,135,129,888,849,,,Masked,
224600,Upper Aramoho,Whanganui,Maori,511,441,409,863,800,,,Masked,
224700,Balgownie,Whanganui,Maori,41,36,35,878,854,,,Masked,
224800,Laird Park,Whanganui,Maori,557,443,407,795,731,,,Masked,
224800,Laird Park,Whanganui,Pacific Peoples,60,52,52,867,867,,,Masked,
224900,Wembley Park,Whanganui,Maori,623,493,443,791,711,,,Masked,
225000,College Estate,Whanganui,Maori,187,173,168,925,898,,,Masked,
225100,Whanganui East-Williams Domain,Whanganui,Maori,428,358,325,836,759,,,Masked,
225200,Gonville West,Whanganui,Maori,651,511,450,785,691,,,Masked,
225200,Gonville West,Whanganui,Pacific Peoples,60,54,53,900,883,,,Masked,
225300,Gonville North,Whanganui,Maori,542,455,418,839,771,,,Masked,
225300,Gonville North,Whanganui,Pacific Peoples,87,82,78,943,897,,,Masked,
225400,Cornmarket,Whanganui,Maori,238,194,182,815,765,,,Masked,
225500,Whanganui East-Riverlands,Whanganui,Maori,365,322,306,882,838,,,Masked,
225600,Kaitoke-Fordell,Whanganui,Maori,177,147,138,831,780,,,Masked,
225700,Whanganui Central,Whanganui,Maori,136,126,123,926,904,,,Masked,
225800,Gonville South,Whanganui,Maori,386,343,323,889,837,,,Masked,
225800,Gonville South,Whanganui,Pacific Peoples,53,47,42,887,792,,,Masked,
225900,Bastia-Durie Hill,Whanganui,Maori,265,242,224,913,845,,,Masked,
226000,Putiki,Whanganui,Maori,192,177,167,922,870,,,Masked,
226100,Mokai Patea,Whanganui,Maori,271,244,230,900,849,,,Masked,
226300,Turakina,Whanganui,Maori,434,397,384,915,885,,,Masked,
226400,Otairi,Whanganui,Maori,155,135,124,871,800,,,Masked,
226500,Taihape,Whanganui,Maori,592,511,461,863,779,,,Masked,
226600,Marton Rural,Whanganui,Maori,64,55,51,859,797,,,Masked,
226700,Marton North,Whanganui,Maori,419,347,331,828,790,,,Masked,
226700,Marton North,Whanganui,Pacific Peoples,122,115,112,943,918,,,Masked,
226800,Parewanui,Whanganui,Maori,75,65,61,867,813,,,Masked,
226900,Marton South,Whanganui,Maori,524,443,400,845,763,,,Masked,
226900,Marton South,Whanganui,Pacific Peoples,132,121,115,917,871,,,Masked,
227000,Bulls,Whanganui,Maori,352,306,287,869,815,,,Masked,
227000,Bulls,Whanganui,Pacific Peoples,88,69,68,784,773,,,Masked,
227100,Kiwitea,MidCentral,Maori,118,95,89,805,754,,,Masked,
227200,Tokorangi,MidCentral,Maori,207,188,174,908,841,,,Masked,
227300,Ohakea-Sanson,MidCentral,Maori,129,Masked,120,>950,930,,,Masked,
227400,Oroua Downs,MidCentral,Maori,131,123,118,939,901,,,Masked,
227500,Awahuri,MidCentral,Maori,179,169,162,944,905,,,Masked,
227600,Pohangina-Apiti,MidCentral,Maori,59,56,53,949,898,,,Masked,
227800,Taikorea,MidCentral,Maori,95,Masked,87,>950,916,,,Masked,
227900,Makino,MidCentral,Maori,404,355,321,879,795,,,Masked,
227900,Makino,MidCentral,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
228000,Sandon,MidCentral,Maori,193,176,169,912,876,,,Masked,
228100,Kimbolton North,MidCentral,Maori,406,369,349,909,860,,,Masked,
228200,Warwick,MidCentral,Maori,141,120,111,851,787,,,Masked,
228300,Kimbolton West,MidCentral,Maori,341,295,272,865,798,,,Masked,
228300,Kimbolton West,MidCentral,Pacific Peoples,42,Masked,38,>950,905,,,Masked,
228400,Feilding Central,MidCentral,Maori,122,109,98,893,803,,,Masked,
228500,Kimbolton South,MidCentral,Maori,259,237,215,915,830,,,Masked,
228600,Kauwhata,MidCentral,Maori,151,138,133,914,881,,,Masked,
228700,Taonui,MidCentral,Maori,110,101,100,918,909,,,Masked,
228800,Newbury,MidCentral,Maori,199,186,180,935,905,,,Masked,
228800,Newbury,MidCentral,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
229000,Milson North,MidCentral,Maori,210,193,187,919,890,,,Masked,
229000,Milson North,MidCentral,Pacific Peoples,67,61,57,910,851,,,Masked,
229100,Cloverlea (Palmerston North City),MidCentral,Maori,275,Masked,Masked,>950,>950,,,Masked,
229100,Cloverlea (Palmerston North City),MidCentral,Pacific Peoples,57,50,46,877,807,,,Masked,
229200,Tremaine,MidCentral,Maori,155,121,108,781,697,,,Masked,
229300,Milson South,MidCentral,Maori,452,412,389,912,861,,,Masked,
229300,Milson South,MidCentral,Pacific Peoples,89,81,81,910,910,,,Masked,
229400,Whakarongo,MidCentral,Maori,98,93,92,949,939,,,Masked,
229500,Westbrook,MidCentral,Maori,694,602,536,867,772,,,Masked,
229500,Westbrook,MidCentral,Pacific Peoples,207,Masked,Masked,>950,>950,,,Masked,
229600,Takaro North,MidCentral,Maori,499,449,419,900,840,,,Masked,
229600,Takaro North,MidCentral,Pacific Peoples,113,103,100,912,885,,,Masked,
229800,Palmerston North Hospital,MidCentral,Maori,242,220,203,909,839,,,Masked,
229800,Palmerston North Hospital,MidCentral,Pacific Peoples,57,52,49,912,860,,,Masked,
229900,Highbury East,MidCentral,Maori,854,740,656,867,768,,,Masked,
229900,Highbury East,MidCentral,Pacific Peoples,212,184,175,868,825,,,Masked,
230000,Park West,MidCentral,Maori,274,249,227,909,828,,,Masked,
230000,Park West,MidCentral,Pacific Peoples,79,Masked,74,>950,937,,,Masked,
230100,Takaro South,MidCentral,Maori,389,361,341,928,877,,,Masked,
230100,Takaro South,MidCentral,Pacific Peoples,91,Masked,83,>950,912,,,Masked,
230200,Roslyn (Palmerston North City),MidCentral,Maori,354,301,274,850,774,,,Masked,
230200,Roslyn (Palmerston North City),MidCentral,Pacific Peoples,117,104,102,889,872,,,Masked,
230300,Kelvin Grove West,MidCentral,Maori,340,315,297,926,874,,,Masked,
230300,Kelvin Grove West,MidCentral,Pacific Peoples,99,Masked,Masked,>950,>950,,,Masked,
230400,Kelvin Grove North,MidCentral,Maori,144,Masked,129,>950,896,,,Masked,
230400,Kelvin Grove North,MidCentral,Pacific Peoples,55,Masked,Masked,>950,>950,,,Masked,
230500,Papaioea North,MidCentral,Maori,304,265,248,872,816,,,Masked,
230500,Papaioea North,MidCentral,Pacific Peoples,48,Masked,Masked,>950,>950,,,Masked,
230600,Palmerston North Central,MidCentral,Maori,194,174,152,897,784,,,Masked,
230600,Palmerston North Central,MidCentral,Pacific Peoples,59,Masked,56,>950,949,,,Masked,
230700,Awapuni North ,MidCentral,Maori,575,537,495,934,861,,,Masked,
230700,Awapuni North ,MidCentral,Pacific Peoples,212,Masked,Masked,>950,>950,,,Masked,
230800,Terrace End,MidCentral,Maori,552,472,435,855,788,,,Masked,
230800,Terrace End,MidCentral,Pacific Peoples,121,Masked,Masked,>950,>950,,,Masked,
230900,Maraetarata,MidCentral,Maori,138,130,127,942,920,,,Masked,
230900,Maraetarata,MidCentral,Pacific Peoples,49,Masked,Masked,>950,>950,,,Masked,
231000,Papaioea South,MidCentral,Maori,225,212,195,942,867,,,Masked,
231000,Papaioea South,MidCentral,Pacific Peoples,50,Masked,46,>950,920,,,Masked,
231100,Royal Oak (Palmerston North City),MidCentral,Maori,153,Masked,Masked,>950,>950,,,Masked,
231100,Royal Oak (Palmerston North City),MidCentral,Pacific Peoples,54,Masked,Masked,>950,>950,,,Masked,
231200,West End,MidCentral,Maori,363,325,296,895,815,,,Masked,
231200,West End,MidCentral,Pacific Peoples,101,89,85,881,842,,,Masked,
231300,Awapuni South ,MidCentral,Maori,346,324,307,936,887,,,Masked,
231300,Awapuni South ,MidCentral,Pacific Peoples,53,Masked,Masked,>950,>950,,,Masked,
231400,Milverton,MidCentral,Maori,172,154,146,895,849,,,Masked,
231400,Milverton,MidCentral,Pacific Peoples,50,45,43,900,860,,,Masked,
231500,Ruamahanga,MidCentral,Maori,282,Masked,261,>950,926,,,Masked,
231500,Ruamahanga,MidCentral,Pacific Peoples,67,Masked,Masked,>950,>950,,,Masked,
231600,Esplanade,MidCentral,Maori,190,174,166,916,874,,,Masked,
231600,Esplanade,MidCentral,Pacific Peoples,49,46,45,939,918,,,Masked,
231700,Hokowhitu Central,MidCentral,Maori,125,Masked,Masked,>950,>950,,,Masked,
231700,Hokowhitu Central,MidCentral,Pacific Peoples,40,35,32,875,800,,,Masked,
231800,Hokowhitu East,MidCentral,Maori,217,196,181,903,834,,,Masked,
231800,Hokowhitu East,MidCentral,Pacific Peoples,46,43,43,935,935,,,Masked,
232000,Ruahine,MidCentral,Maori,67,Masked,61,>950,910,,,Masked,
232100,Linton Camp,MidCentral,Maori,181,Masked,Masked,>950,>950,,,Masked,
232200,Ashhurst,MidCentral,Maori,326,Masked,307,>950,942,,,Masked,
232200,Ashhurst,MidCentral,Pacific Peoples,50,Masked,Masked,>950,>950,,,Masked,
232300,Hokowhitu South,MidCentral,Maori,207,184,171,889,826,,,Masked,
232400,Aokautere,MidCentral,Maori,46,Masked,41,>950,891,,,Masked,
232500,Pihauatua,MidCentral,Maori,96,87,82,906,854,,,Masked,
232600,Aokautere Rural,MidCentral,Maori,40,37,37,925,925,,,Masked,
232700,Poutoa,MidCentral,Maori,182,Masked,Masked,>950,>950,,,Masked,
232800,Norsewood,MidCentral,Maori,202,167,151,827,748,,,Masked,
232900,Papatawa,MidCentral,Maori,216,197,180,912,833,,,Masked,
233000,Mangatainoka,MidCentral,Maori,172,159,148,924,860,,,Masked,
233100,Woodville,MidCentral,Maori,291,238,214,818,735,,,Masked,
233200,Dannevirke West,MidCentral,Maori,418,375,327,897,782,,,Masked,
233300,Dannevirke East,MidCentral,Maori,840,756,673,900,801,,,Masked,
233300,Dannevirke East,MidCentral,Pacific Peoples,42,Masked,Masked,>950,>950,,,Masked,
233400,Waitahora,MidCentral,Maori,75,68,63,907,840,,,Masked,
233500,Kaitawa,MidCentral,Maori,48,Masked,44,>950,917,,,Masked,
233600,Pahiatua,MidCentral,Maori,373,327,300,877,804,,,Masked,
233700,Nireaha-Eketahuna,MidCentral,Maori,194,158,137,814,706,,,Masked,
233800,Owhanga,MidCentral,Maori,78,57,54,731,692,,,Masked,
234000,Kere Kere,MidCentral,Maori,104,96,92,923,885,,,Masked,
234100,Foxton Beach,MidCentral,Maori,260,234,220,900,846,,,Masked,
234200,Foxton North,MidCentral,Maori,349,296,271,848,777,,,Masked,
234300,Foxton South,MidCentral,Maori,449,411,375,915,835,,,Masked,
234400,Waitarere,MidCentral,Maori,333,286,268,859,805,,,Masked,
234500,Waikawa (Horowhenua District),MidCentral,Maori,146,124,119,849,815,,,Masked,
234600,Miranui,MidCentral,Maori,204,Masked,Masked,>950,>950,,,Masked,
234700,Donnelly Park,MidCentral,Maori,254,Masked,225,>950,886,,,Masked,
234800,Ohau-Manakau,MidCentral,Maori,247,214,204,866,826,,,Masked,
234800,Ohau-Manakau,MidCentral,Pacific Peoples,60,Masked,Masked,>950,>950,,,Masked,
234900,Kawiu South,MidCentral,Maori,414,393,367,949,886,,,Masked,
234900,Kawiu South,MidCentral,Pacific Peoples,85,Masked,75,>950,882,,,Masked,
235000,Makomako,MidCentral,Maori,308,276,252,896,818,,,Masked,
235000,Makomako,MidCentral,Pacific Peoples,105,Masked,Masked,>950,>950,,,Masked,
235100,Kawiu North,MidCentral,Maori,205,Masked,186,>950,907,,,Masked,
235200,Levin Central,MidCentral,Maori,183,155,145,847,792,,,Masked,
235200,Levin Central,MidCentral,Pacific Peoples,77,69,65,896,844,,,Masked,
235300,Tararua,MidCentral,Maori,223,203,189,910,848,,,Masked,
235300,Tararua,MidCentral,Pacific Peoples,61,57,56,934,918,,,Masked,
235400,Shannon,MidCentral,Maori,444,351,317,791,714,,,Masked,
235500,Queenwood (Horowhenua District),MidCentral,Maori,365,306,285,838,781,,,Masked,
235500,Queenwood (Horowhenua District),MidCentral,Pacific Peoples,121,Masked,113,>950,934,,,Masked,
235600,Playford Park,MidCentral,Maori,357,312,290,874,812,,,Masked,
235600,Playford Park,MidCentral,Pacific Peoples,114,Masked,105,>950,921,,,Masked,
235700,Fairfield (Horowhenua District),MidCentral,Maori,207,180,172,870,831,,,Masked,
235700,Fairfield (Horowhenua District),MidCentral,Pacific Peoples,75,70,65,933,867,,,Masked,
235800,Taitoko,MidCentral,Maori,508,462,424,909,835,,,Masked,
235800,Taitoko,MidCentral,Pacific Peoples,185,Masked,165,>950,892,,,Masked,
235900,Waiopehu,MidCentral,Maori,290,265,254,914,876,,,Masked,
235900,Waiopehu,MidCentral,Pacific Peoples,94,Masked,Masked,>950,>950,,,Masked,
236000,Makahika,MidCentral,Maori,98,Masked,84,>950,857,,,Masked,
236100,Kimberley,MidCentral,Maori,46,42,40,913,870,,,Masked,
236300,Otaki Beach,MidCentral,Maori,509,435,398,855,782,,,Masked,
236400,Forest Lakes (Kapiti Coast District),MidCentral,Maori,95,73,65,768,684,,,Masked,
236500,Otaki,MidCentral,Maori,999,897,828,898,829,,,Masked,
236500,Otaki,MidCentral,Pacific Peoples,91,83,78,912,857,,,Masked,
236600,Te Horo,MidCentral,Maori,102,90,83,882,814,,,Masked,
236700,Waitohu,MidCentral,Maori,229,204,187,891,817,,,Masked,
236800,Waikanae Beach,Capital and Coast,Maori,238,216,212,908,891,,,Masked,
236800,Waikanae Beach,Capital and Coast,Pacific Peoples,46,42,40,913,870,,,Masked,
237000,Paraparaumu Beach North,Capital and Coast,Maori,414,366,347,884,838,,,Masked,
237000,Paraparaumu Beach North,Capital and Coast,Pacific Peoples,61,53,51,869,836,,,Masked,
237100,Paraparaumu Beach West,Capital and Coast,Maori,213,193,184,906,864,,,Masked,
237100,Paraparaumu Beach West,Capital and Coast,Pacific Peoples,51,Masked,47,>950,922,,,Masked,
237200,Waikanae Park,Capital and Coast,Maori,125,Masked,113,>950,904,,,Masked,
237300,Paraparaumu Beach East,Capital and Coast,Maori,164,Masked,Masked,>950,>950,,,Masked,
237300,Paraparaumu Beach East,Capital and Coast,Pacific Peoples,54,51,48,944,889,,,Masked,
237400,Otaihanga,Capital and Coast,Maori,93,74,70,796,753,,,Masked,
237500,Paraparaumu North,Capital and Coast,Maori,262,241,231,920,882,,,Masked,
237500,Paraparaumu North,Capital and Coast,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
237600,Waikanae West,Capital and Coast,Maori,282,256,239,908,848,,,Masked,
237600,Waikanae West,Capital and Coast,Pacific Peoples,41,38,37,927,902,,,Masked,
237700,Otaki Forks,MidCentral,Maori,45,Masked,42,>950,933,,,Masked,
237800,Paraparaumu Central,Capital and Coast,Maori,492,422,395,858,803,,,Masked,
237800,Paraparaumu Central,Capital and Coast,Pacific Peoples,125,Masked,118,>950,944,,,Masked,
237900,Maungakotukutuku,Capital and Coast,Maori,57,51,48,895,842,,,Masked,
238000,Raumati Beach West,Capital and Coast,Maori,213,201,192,944,901,,,Masked,
238000,Raumati Beach West,Capital and Coast,Pacific Peoples,49,Masked,Masked,>950,>950,,,Masked,
238100,Waikanae East,Capital and Coast,Maori,166,153,150,922,904,,,Masked,
238300,Raumati Beach East,Capital and Coast,Maori,237,199,189,840,797,,,Masked,
238300,Raumati Beach East,Capital and Coast,Pacific Peoples,45,38,37,844,822,,,Masked,
238400,Paraparaumu East,Capital and Coast,Maori,300,259,242,863,807,,,Masked,
238400,Paraparaumu East,Capital and Coast,Pacific Peoples,59,47,45,797,763,,,Masked,
238500,Raumati South,Capital and Coast,Maori,316,271,258,858,816,,,Masked,
238500,Raumati South,Capital and Coast,Pacific Peoples,62,Masked,Masked,>950,>950,,,Masked,
238600,Paekakariki,Capital and Coast,Maori,227,205,195,903,859,,,Masked,
238800,Pukerua Bay,Capital and Coast,Maori,157,145,141,924,898,,,Masked,
